Number Order Height Address Amount(Meer) ComProfit(Meer)
3171 827402 737188 MmhvbuBTUk1Viymmyd7MMqmUUTUe38fUwJp 28000.00000000 5321.42330286
3172 827483 737257 MmhvbuBTUk1Viymmyd7MMqmUUTUe38fUwJp 48888.00000000 9291.20508679
3173 827754 737522 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 36.00000000 6.84182996
3174 829035 738606 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 30.00000000 5.70152496
3175 829116 738670 MmhuJ8XvW9ywhy72Tyd4aHbdR9xnjfez49i 1.00000000 0.19005083
3176 829129 738677 Mme6P5vfTQ2KwuDEwhEHbuBmyCRtCJt9jFi 2.00000000 0.38010166
3177 829129 738677 Mme6P5vfTQ2KwuDEwhEHbuBmyCRtCJt9jFi 1.00000000 0.19005083
3178 829453 738940 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 276.00000000 52.45402969
3179 829561 739032 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 5000.00000000 950.25416122
3180 829564 739033 MmMMc8srGxzzuadc87YeUkaK7bx7mP6jerK 500.00000000 95.02541612
3181 829564 739033 MmVektT4x21EVkpNvpdEf1LENRzY4qAumPy 500.00000000 95.02541612
3182 829621 739085 MmiJzXoLvoBZiiwMtWLbN2grHRZykRWyzNq 900.00000000 171.04574902
3183 830267 739629 MmecJbb7kuyfrBqMiU5ReLbNAT5VmSs4Ma3 2000.00000000 380.10166449
3184 830367 739721 Mmd66KYj7PgEvjwtySSNPP8ku9eTWy6RoPw 200.00000000 38.01016644
3185 830439 739788 MmM9gYK1CvKav95zg5w7z5QqzVYxmrWjtE8 500.00000000 95.02541612
3186 830762 740099 MmdbwnD3qmgW6XY1eWPEw2H5Vz4MNREowDL 2400.00000000 456.12199738
3187 830866 740201 MmKpvBd8UzofZeddniXYmiT2E5iNEniVYVy 1000.00000000 190.05083224
3188 831530 740845 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 15.00000000 2.85076248
3189 831869 741142 MmikndRew8p6krerBYYuqnFqi3cpKbybJJn 11000.00000000 2090.55915469
3190 832345 741508 MmNPgMZKZqGSNQ4saEHdHjD4KQQoBXCSMPh 1000.00000000 190.05083224
3191 832802 741888 MmQNeiqRRk5iSzZ8PedR3oV7LKn5NHah8u6 10.00000000 1.90050832
3192 832849 741926 Mmg746Tp5gyHZvpi4kdETv8A6Z7NtbEPn2z 500.00000000 95.02541612
3193 833571 742585 MmiiH3JnJNmCF4BrazeQdFoR17c9EwodBQY 2000.00000000 380.10166449
3194 833677 742683 MmUhbP57vNjZt4dEsYMo2qFQT58JLY3fpkh 1000.00000000 190.05083224
3195 834954 743932 MmX5a4NG8SJKTyPrMeUtXAX1s8j6ZhCmm7J 1.00000000 0.19005083
3196 835496 744337 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 39.00000000 7.41198245
3197 835673 744488 MmiJzXoLvoBZiiwMtWLbN2grHRZykRWyzNq 10360.00000000 1968.92662205
3198 836064 744839 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 62.16000000 11.81355973
3199 836200 744967 MmeifGLJyScNx5CLxftWJzJ1WVKS7XDTPYe 500.00000000 95.02541612
3200 836266 745015 MmY5p5ztUkmy7S5ybd8yERsXYgVntvY2FjC 1000.00000000 190.05083224
3201 836380 745120 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 34.00000000 6.46172829
3202 836747 745463 Mmis9Eue6SEyg5djSAWwdhWyT4AeCVikm65 500.00000000 95.02541612
3203 836797 745506 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 100.00000000 19.00508322
3204 837113 745814 MmikndRew8p6krerBYYuqnFqi3cpKbybJJn 1700.00000000 323.08641481
3205 837127 745822 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 2000.00000000 380.10166449
3206 837932 746602 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 1000.00000000 190.05083224
3207 838213 746863 MmhJaMsHoBWqCStap4YJA5gmpRLzbvdb2SM 2401.00000000 456.31204822
3208 838301 746936 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 100.00000000 19.00508322
3209 838764 747278 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 120.00000000 22.80609986
3210 838909 747393 MmdbwnD3qmgW6XY1eWPEw2H5Vz4MNREowDL 1100.00000000 209.05591546
3211 839071 747541 MmPVnee3txzJ4sjoJGv7JMpbYyoUsMi91zz 254.00000000 48.27291139
3212 839584 747998 MmfD3tKoLSp8jcZuBvhBpv8vxfNEdMbR9Ar 1497.00000000 284.50609587
3213 840557 748919 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 11113.00000000 2112.03489873
3214 841169 749529 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 37.19000000 7.06799045
3215 842394 750571 MmZL4QEqvzfNUJnjNQKk9CKWnmzHxkbEESU 314.00000000 59.67596132
3216 842582 750751 MmUhbP57vNjZt4dEsYMo2qFQT58JLY3fpkh 2000.00000000 380.10166449
3217 843116 751193 MmhBs5dk15fHppCxh9DrgWBtUq2XkTM4axQ 5000.00000000 950.25416122
3218 843218 751289 MmUrXcCprFumxW3J6E6bRL25DbAtQkLBoXp 380.00000000 72.21931625
3219 843798 751847 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 5000.00000000 950.25416122
3220 844166 752214 MmZv4fpJeoVeRr7S5n34UmZNatLWu1usqem 419.00000000 79.63129871
3221 845596 753441 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 1000.00000000 190.05083224
3222 845882 753701 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 42.00000000 7.98213495
3223 846150 753938 MmMwPHMrBc2hGcm91ga1Es3RWC9pYki9yF3 5087.00000000 966.78858363
3224 847168 754922 Mme7z8T5SokQEpDNddHSQTRNtbcYuNySD8w 172.00000000 32.68874314
3225 847253 755002 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 1000.00000000 190.05083224
3226 847658 755397 MmRR1v8YjcxKzGaHUvwfhY97PVEYnHv8Fok 100.00000000 19.00508322
3227 847898 755583 MmM9gYK1CvKav95zg5w7z5QqzVYxmrWjtE8 500.00000000 95.02541612
3228 847982 755642 MmXSCZgov3VtpkpSGUkGF5Ezm8viZX8DuZK 500.00000000 95.02541612
3229 848262 755858 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 267.00000000 50.74357220
3230 848470 756041 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 30.24000000 5.74713716
3231 848503 756065 MmRVfzXwEExEyfEA1V6Xx27LMjByPF2GPwE 1100.00000000 209.05591546
3232 858130 765126 MmfSJEAoDbjFzvSZoVVEuCtTCiuxm6QBCeR 500.00000000 95.02541612
3233 858367 765358 MmbsaoaoynZSdSPGi6owYCU33Lrr2542AWx 9500.00000000 1805.48290632
3234 858371 765360 MmNoTiaq6MRhGgxSNaoBckMprENMfJvE4Sd 13000.00000000 2470.66081918
3235 859923 766896 MmW3JBbvN31ZqjuV4B2HcPKaW1fzWKPE6ct 694.00000000 131.89527757
3236 859956 766925 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 42.00000000 7.98213495
3237 860056 767012 MmWFjiSn9CXzzj1gCKjggo7kCMtpyHUAnQw 400.00000000 76.02033289
3238 860296 767211 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 100.00000000 19.00508322
3239 860612 767504 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 16.00000000 3.04081331
3240 861179 767982 MmS2z9EZytZGw4iKnTJaPUCfSFfEixjDsip 250.00000000 47.51270806
3241 861467 768241 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 700.00000000 133.03558257
3242 861476 768246 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 700.00000000 133.03558257
3243 861553 768309 MmYD61R43F8A4YsRuyG35dfKQQeutB4bim4 677.00000000 128.66441342
3244 861623 768377 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 1000.00000000 190.05083224
3245 861722 768474 MmTPnuL6DVQqPLnpjsBMvBkDPvqxByHaUdL 750.00000000 142.53812418
3246 861758 768507 MmNXhXFAT5N1uc22372hG7M9kS89nmhkFwY 50.00000000 9.50254161
3247 861938 768679 MmSr8PhMFGFK1TtZVsH5qEdLsjvExSMicgU 1100.00000000 209.05591546
3248 863022 769735 MmYp7W5vi6bxam5ZFerMShqcR8QJbf3wEe4 100.00000000 19.00508322
3249 863171 769881 MmguKTvDdpq668U4DfsUFZXVBYjKYbha5pn 162.00000000 30.78823482
3250 863411 770109 MmWSXnMoxiZuma4D7TYpQZ6uLFYpiXa8c8X 110.00000000 20.90559154
3251 864238 770845 MmfJsUAMUdg2Bx5jpFJSQRqfn2vvaue4NV4 16900.00000000 3211.85906494
3252 864260 770865 Mma54gj31WmJnRbEzjxiesdT4GQ3HwYwuL6 307.00000000 58.34560549
3253 865865 772441 MmYp7W5vi6bxam5ZFerMShqcR8QJbf3wEe4 100.00000000 19.00508322
3254 866345 772894 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 580.00000000 110.22948270
3255 866981 773490 MmRjSDtyZqERVDK85itpW4njzPsaVH4aGqr 221.00000000 42.00123392
3256 867397 773869 MmdiNz7gMViLAbV11x5227S38V7gjPRdaKN 190.00000000 36.10965812
3257 867486 773955 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 43.00000000 8.17218578
3258 869268 775483 MmbqCrqt2kZCM3j1ax1Fp15N6sH7HbG3Dtj 100.00000000 19.00508322
3259 869324 775532 MmWoE96zsR74Zc9UA1ga1GtafMESbXztgpz 903.00000000 171.61590151
3260 869570 775747 MmZNd74kJmydovfGvrpiJ5pZX3kWNiRzENQ 65.00000000 12.35330409
3261 870031 776144 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 30.00000000 5.70152496
3262 870124 776234 MmNvroMVt5XAgRbWSo4HyjbXBEgnNVgyViR 5000.00000000 950.25416122
3263 870413 776512 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 1000.00000000 190.05083224
3264 870604 776693 MmYeXyd29D9W2cHAkmV31vt3ambkkJgxHmN 150.00000000 28.50762483
3265 870838 776909 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 40.00000000 7.60203328
3266 871383 777423 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 1000.00000000 190.05083224
3267 871682 777715 MmfD3tKoLSp8jcZuBvhBpv8vxfNEdMbR9Ar 1000.00000000 190.05083224
3268 871848 777879 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 650.00000000 123.53304095
3269 872444 778444 MmhufLtTEgyMrYS96gE1nsK1em7FvgE6hy1 1000.00000000 190.05083224
3270 872489 778477 MmSv1BDDfPsixGCntDqKPcMBYZ3qdCoTQzy 1000.00000000 190.05083224
3271 872531 778512 MmXyQn1VBAuddGzNhKNXHkorq1GmUY9uYFq 1090.00000000 207.15540714
3272 872634 778596 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 66.00000000 12.54335492
3273 872852 778771 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 36.00000000 6.84182996
3274 872932 778833 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 37.00000000 7.03188079
3275 872932 778833 MmWy45aUQTeXWvFTwnNDPMPEWiZhq8Qz5qS 1156.00000000 219.69876207
3276 873302 779154 MmNvroMVt5XAgRbWSo4HyjbXBEgnNVgyViR 5000.00000000 950.25416122
3277 873820 779627 MmSeJBhxxUcE85LDWt79QCVu5FNM8Y1bnjP 200.00000000 38.01016644
3278 874099 779897 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 62.00000000 11.78315159
3279 874130 779924 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 1425.00000000 270.82243594
3280 875163 780949 MmgmZdYombwcny2su5EfiWv6SXmiKNZAneU 200.00000000 38.01016644
3281 875168 780953 MmZNJDeyZu7EMJsovsw8UweFiSMWnrUhnPS 200.00000000 38.01016644
3282 876214 781903 MmgER62wk1YBGhJwAzHYZdL5satoK16CRgc 1000.00000000 190.05083224
3283 876228 781915 MmgER62wk1YBGhJwAzHYZdL5satoK16CRgc 10000.00000000 1900.50832245
3284 876228 781915 MmgER62wk1YBGhJwAzHYZdL5satoK16CRgc 10000.00000000 1900.50832245
3285 876230 781917 MmgER62wk1YBGhJwAzHYZdL5satoK16CRgc 10000.00000000 1900.50832245
3286 876235 781921 MmgER62wk1YBGhJwAzHYZdL5satoK16CRgc 9000.00000000 1710.45749020
3287 876595 782260 MmPLTR1gSP7ER8f52WriD1sTQMULLf9PnHU 266.00000000 50.55352137
3288 876688 782348 MmVbvn9P4Smekscv9JAcfMd1tUa6fkPey1Q 3512.00000000 667.45852284
3289 876706 782364 MmVbvn9P4Smekscv9JAcfMd1tUa6fkPey1Q 3511.00000000 667.26847201
3290 877514 783160 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 520.00000000 98.82643276
3291 879030 784576 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 100.00000000 19.00508322
3292 879506 785018 MmUHbQRChNp655z2KNVourksgTdJW6LeMfA 1465.00000000 278.42446923
3293 879567 785072 MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ 1000.00000000 190.05083224
3294 879781 785277 MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg 1000.00000000 190.05083224
3295 879811 785306 MmSMYwC86eFmQ6DcEimkxUVuf55rntAqXqY 1000.00000000 190.05083224
3296 879995 785489 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 100.00000000 19.00508322
3297 880443 785925 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 17.00000000 3.23086414
3298 880561 786039 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 229.00000000 43.52164058
3299 881528 786990 MmYp7W5vi6bxam5ZFerMShqcR8QJbf3wEe4 100.00000000 19.00508322
3300 881635 787084 MmY6e9yakafdsbtgVUdaZEFkzWrn8B3jpMX 8600.00000000 1634.43715730
3301 881678 787125 MmXV3nEdyjAwjVUeoM7qyy9UmZQ4wwPZo3S 1000.00000000 190.05083224
3302 881681 787127 MmVDqfSQXzxWtX14Y3m8wmmZ7c5dqwX8p1f 1000.00000000 190.05083224
3303 882413 787767 MmhQ7752EgipE6PMX25DoM6k8tuVc3o21rw 765.00000000 145.38888666
3304 882438 787791 MmguKTvDdpq668U4DfsUFZXVBYjKYbha5pn 165.00000000 31.35838732
3305 882642 787991 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 9.50254161
3306 882749 788089 MmR7STCsZ7v5J4CWPieyP72fdB1vHqQCnHj 500.00000000 95.02541612
3307 882829 788167 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 233.00000000 44.28184391
3308 882851 788189 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 37.00000000 7.03188079
3309 882869 788204 MmM9gYK1CvKav95zg5w7z5QqzVYxmrWjtE8 500.00000000 95.02541612
3310 882917 788246 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 38.00000000 7.22193162
3311 884772 790031 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 215.00000000 40.86092893
3312 884785 790041 MmM9gYK1CvKav95zg5w7z5QqzVYxmrWjtE8 500.00000000 95.02541612
3313 884898 790132 MmLXRs8JydQ839KGsJrQuBQCa9eqKVxKbbW 1200.00000000 228.06099869
3314 886351 791461 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 52.00000000 9.88264327
3315 886398 791501 Mme5FJj4bcMDgjqEMEpkXjEuJF2rCmb9seT 3000.00000000 570.15249673
3316 886429 791528 MmSzU6tTL5x84nUpESg2Tn5EsQV5ydWcv6j 2500.00000000 475.12708061
3317 887582 792669 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 5000.00000000 950.25416122
3318 888486 793437 MmhczbvAAGh9NkQt95XgaUtVSjCYjUGURv3 340.00000000 64.61728296
3319 888697 793612 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 83.00000000 15.77421907
3320 889327 794161 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 37.00000000 7.03188079
3321 891230 795963 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 1500.00000000 285.07624836
3322 891730 796391 MmhBbQniXFgB12aCap9hu2q1UHaJFQFuNtP 375.00000000 71.26906209
3323 891789 796439 MmZNJDeyZu7EMJsovsw8UweFiSMWnrUhnPS 100.00000000 19.00508322
3324 891871 796509 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 183.00000000 34.77930230
3325 892232 796854 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 9.50254161
3326 892640 797224 MmLFziFRdTPfGmiLT3n78RVfP5aiomZarxy 1845.00000000 350.64378549
3327 893333 797903 MmSTPCGi7iN7BkrosR6AeRkmYauJrs7QhpL 38.00000000 7.22193162
3328 893892 798461 MmhQ7752EgipE6PMX25DoM6k8tuVc3o21rw 1000.00000000 190.05083224
3329 893958 798520 MmhBs5dk15fHppCxh9DrgWBtUq2XkTM4axQ 2000.00000000 380.10166449
3330 894285 798797 MmZL4QEqvzfNUJnjNQKk9CKWnmzHxkbEESU 396.00000000 75.26012956
3331 894379 798877 MmgmZdYombwcny2su5EfiWv6SXmiKNZAneU 100.00000000 19.00508322
3332 894423 798911 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 1000.00000000 190.05083224
3333 894649 799098 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 187.00000000 35.53950562
3334 894682 799124 MmRrs85KK9bUXHJuc31MgWpVDLiQuYgYvgt 308.00000000 58.53565633
3335 894766 799200 MmUiTWf7sRVa967fkZdUBBypXztPXEhpSE4 100.00000000 19.00508322
3336 894922 799326 MmVMNGQ8SpRyVsoke6RzfHC76cUzDkjvKrH 1000.00000000 190.05083224
3337 894928 799332 MmVMNGQ8SpRyVsoke6RzfHC76cUzDkjvKrH 77.00000000 14.63391408
3338 894988 799385 Mmh4CjDYkeWpgJ5wyu2pob35UB7REzuemqZ 3973.00000000 755.07195650
3339 895017 799412 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 48.00000000 9.12243994
3340 895021 799414 MmZWtGhSPHdepauSATGPGDJ1eLvaeWSZAiG 1000.00000000 190.05083224
3341 895317 799701 MmM3dsXGuMoRDgsc99TobCKNtubjRne92DS 100.00000000 19.00508322
3342 895347 799728 MmhBs5dk15fHppCxh9DrgWBtUq2XkTM4axQ 498.00000000 94.64531445
3343 896078 800438 MmeAb38feDmcsVYqTSAHujxdh1Rw4jzZZzV 500.00000000 95.02541612
3344 897110 801451 MmMkKt3MuUmwtR9GfcPpkEwQgr9n6x9nKmL 121.00000000 22.99615070
3345 897319 801618 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 500.00000000 95.02541612
3346 897498 801774 MmZNd74kJmydovfGvrpiJ5pZX3kWNiRzENQ 34.00000000 6.46172829
3347 897583 801848 MmRoxpUEEixdHt2cjN5j993NHTVNpqULRPL 22.00000000 4.18111830
3348 897961 802174 MmUqSxeiX7cCs5tyjoznSzckoD1z34aXQv5 500.00000000 95.02541612
3349 898009 802216 MmiTMKzVyjokcpfoCfL1w6JBB2xnPuro8f7 31.00000000 5.89157579
3350 899054 803221 MmUng4CfY4RV9mKiWUG9S9A6x8YRDmabBCy 181.00000000 34.39920063
3351 899060 803226 MmaXN6kYg5qhGJcVGEuYNZeQxo4pXxKZBWw 381.00000000 72.40936708
3352 899799 803960 MmhtDk5pZsuSWiDys29zcr69A1CG7Foor4t 749.00000000 142.34807335
3353 900084 804241 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 417.00000000 79.25119704
3354 900872 804916 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 100.00000000 19.00508322
3355 901043 805064 MmYJUC4U1FtHFML2VrAfhNkTrwphCy9D87N 1.00000000 0.19005083
3356 901159 805173 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 395.00000000 75.07007873
3357 901407 805398 MmX5a4NG8SJKTyPrMeUtXAX1s8j6ZhCmm7J 1.00000000 0.19005083
