Number Order Height Timestamp Address Amount(Meer) competitionReward(Meer)
531 135051 135037 1636987880 MmMau4EhdL2EJ3MSzguhs5prENQLJN3zbBG 500 27.85751730
532 135101 135087 1636989347 MmLnZ3DFsjBLjsGH7PnubRX32J99xS2yGAj 500.5 27.88537482
533 135719 135705 1637007989 MmeFSkDfiY76fqEKmdMjNumPCmxU7q7xQRX 500 27.85751730
534 136179 136165 1637021590 MmiuCjM6wJzuXdGYeFyiv2tMauk3HYRBvuu 500 27.85751730
535 136254 136240 1637023661 MmZmumg8Jp7mzFNNcRZ1kWvrkyufBotP1VU 499.99 27.85696015
536 136325 136311 1637026014 MmSaCzzrE5e33C7cffSjHcWYaLbbtLj61M4 500 27.85751730
537 136388 136374 1637027911 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 1000 55.71503461
538 136703 136689 1637036794 Mmi6fpgtWvWHZmpyyhhLvD2Pr4d3qwRngk8 500 27.85751730
539 136908 136894 1637043649 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 1000 55.71503461
540 136949 136935 1637044663 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 1000.09 55.72004896
541 137534 137520 1637062541 MmNeCfYHCoucwjKFzLVSU9HPemGqYhZjq4Q 292 16.26879010
542 137637 137623 1637065589 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 13000 724.29545001
543 137819 137805 1637071135 MmYcg229AEtNdHB5BVpvvowkH6E4T2Cpmdh 500 27.85751730
544 139229 139215 1637113292 MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5 300 16.71451038
545 139259 139245 1637113954 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 508 28.30323758
546 139261 139247 1637114020 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 498 27.74608723
547 139292 139278 1637115095 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 2.78575173
548 139308 139294 1637115437 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 40 2.22860138
549 139313 139299 1637115588 MmfjZzMqKdAGtcb9Jze9pVrfcmBApUpurUx 500 27.85751730
550 139614 139600 1637124564 MmhWjdm7RkUGtUXk8CEkH3KxaDwJs9WWpv8 532 29.64039841
551 139620 139606 1637124639 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 200 11.14300692
552 139684 139670 1637126490 MmP4xhitsu4J6dDrAs7afmznotBX4aCu3wR 500 27.85751730
553 139954 139940 1637135007 MmdDeawW871hi5QfrC1C2E42n8fUKUx4YR7 500 27.85751730
554 140072 140058 1637138819 MmhSY9MqgESatu6sVBRgVoCkkeTM9dMw4ur 0.09 0.00501435
555 141175 141161 1637171481 Mmc3SKqDmGZqaKLdUYE6S6ufkJsorX4wf6U 1000 55.71503461
556 142441 142427 1637209558 Mmh3xZsFpXr2w5kuy6WQdEyUimQnhqDvHKs 2000 111.43006923
557 142469 142455 1637210476 MmcHgekuBRYxMHKKici6Wo9FxbBukhjvXsN 63 3.51004718
558 142492 142478 1637211111 MmTQUTeB4BMT1YSiBZTYzsXamAhMetrjqqF 45 2.50717655
559 142506 142492 1637211433 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 1000 55.71503461
560 143652 143637 1637246893 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 25 1.39287586
561 145386 145370 1637299084 MmUoK7TCKdzfZLNGZggxaMhDdhuDs4w6Gdf 501 27.91323234
562 145390 145374 1637299208 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 500 27.85751730
563 145400 145384 1637299369 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 500 27.85751730
564 145489 145473 1637302357 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 1000 55.71503461
565 146174 146157 1637322407 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 3.84 0.21394573
566 146593 146576 1637335090 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 3500 195.00262115
567 147556 147538 1637364018 MmXVh9DwBGxDKjrm7pSCNxS7V61wDeeNBGG 499.5 27.82965979
568 147811 147792 1637371625 MmecJbb7kuyfrBqMiU5ReLbNAT5VmSs4Ma3 500 27.85751730
569 148056 148037 1637379198 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 2.78575173
570 148123 148104 1637381362 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 2000 111.43006923
571 148194 148175 1637383551 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 500 27.85751730
572 148356 148333 1637387684 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 16 0.89144055
573 148397 148374 1637388669 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 27.91323234
574 148444 148421 1637390365 MmecJbb7kuyfrBqMiU5ReLbNAT5VmSs4Ma3 500 27.85751730
575 148774 148750 1637400724 MmbWS3CimuWwveKfhToxEMyUdHHjbXgSFvb 500 27.85751730
576 149874 149850 1637433389 MmdZ3bookmK6uEwJ7xcsJAR1ghW8VCvX6ae 8 0.44572027
577 151252 151219 1637474534 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1500 83.57255192
578 151280 151246 1637475290 MmSBoy37jGkkMTE1sk7L9KfVqrFm8khf71W 51 2.84146676
579 151375 151340 1637478082 MmKxvwKiG86cCxZ145TEGQkbnfeXi1G7LPY 500 27.85751730
580 151494 151459 1637481363 MmYoqA6R8uJCEvcJTNo9hs2tscXmLhzGtSe 500 27.85751730
581 151503 151468 1637481585 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 500 27.85751730
582 151594 151557 1637485420 Mmh9B3rUPomvGF5s5wNAU3LHiYRZ4PjnX9S 499.999 27.85746159
583 151803 151764 1637491002 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 154 8.58011533
584 151890 151850 1637493522 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 3 0.16714510
585 152113 152069 1637500312 MmLdQYHXqF89JjAyoaZ5smfYdk8UbKRhEJK 500.1 27.86308881
586 153674 153626 1637547724 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 2.78575173
587 154146 154097 1637561596 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 27.85751730
588 154484 154435 1637571713 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 200 11.14300692
589 155099 155046 1637589926 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 2000 111.43006923
590 155131 155077 1637590653 MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB 130 7.24295450
591 156543 156485 1637633563 MmU1Pq5snhfZtq4WSNLpUpab8awmfjNea44 500 27.85751730
592 156559 156501 1637634012 MmY6e9yakafdsbtgVUdaZEFkzWrn8B3jpMX 4999 278.51945804
593 156770 156710 1637640110 MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr 400 22.28601384
594 156788 156727 1637640748 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 4999 278.51945804
595 156827 156765 1637641900 MmLQB7g7VsLxo882fL4iEtLTyMrzevoCMQA 500 27.85751730
596 156886 156823 1637643328 MmSAMyu65oY1vdLMNKxFX5DhZ3RQRmP2fsk 2000 111.43006923
597 157002 156938 1637647234 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 5000 278.57517308
598 157026 156961 1637647854 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 4000 222.86013846
599 157035 156970 1637648236 MmffLLdETmskgEqGnMoLT9vSkLXXUiKNsNC 500 27.85751730
600 157058 156993 1637648754 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 27.85751730
601 157073 157008 1637649151 MmfvxtLu4JxDSt73L2taDqcPgGTiErCtQcS 500 27.85751730
602 157098 157033 1637649903 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 0.009 0.00050143
603 157158 157093 1637651734 MmRw2FxsrWXMiFV8h2QmeMakteJ7jvAz2HB 500 27.85751730
604 157593 157523 1637664537 MmZv4fpJeoVeRr7S5n34UmZNatLWu1usqem 500 27.85751730
605 157630 157558 1637665679 MmLaZiwRNbu5SfXYgmHDCJ8SJ8pGPxRMMQY 500 27.85751730
606 157641 157569 1637666012 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 27.85751730
607 157777 157705 1637669983 MmTBXbZ9yTXe9ETRsG2xfyk5NAAabtAWSbR 1000 55.71503461
608 157969 157890 1637676115 Mmd88VtTy5A3AfxueJtcSV3YQMXfAvb2zvk 500 27.85751730
609 158048 157969 1637678385 MmUMcjj4J6x5ZzTbvrXDMhgjF2yifMed5gG 500 27.85751730
610 158149 158066 1637680760 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 142.259 7.92596510
611 158187 158104 1637681883 MmSPoCHbTsR8VZ7rqgmhRRBrBJeGbUQemw3 500 27.85751730
612 158254 158171 1637683982 MmSPoCHbTsR8VZ7rqgmhRRBrBJeGbUQemw3 500 27.85751730
613 158763 158678 1637698889 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 100 5.57150346
614 159477 159388 1637720508 MmL3Uqm518c8drKma4VjmhRkwr6XBqpdzgX 600 33.42902076
615 159788 159697 1637730308 MmRirryujF3XKkQkh2BUEDui5eVgri6B5B3 500 27.85751730
616 159796 159704 1637730589 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 10000 557.15034616
617 159917 159821 1637734075 MmZku2BAYP77uKj63Gms2qdEfeffx8TW5g4 500 27.85751730
618 159920 159823 1637734110 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 500 27.85751730
619 159934 159837 1637734589 MmXGDKbhzTxGix25EKotC8DPTUcFMvWPxym 500 27.85751730
620 159982 159884 1637735947 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 1000 55.71503461
621 159987 159889 1637736092 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 2000 111.43006923
622 160250 160149 1637743709 MmiLv4mQu85EvJz7Tb6hcMqhJ4VmjFeN4xR 501 27.91323234
623 160273 160172 1637744323 MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr 107 5.96150870
624 160386 160284 1637747636 MmQcg16q1K712MJfpJbFf4tcnmf6AoRFmkr 499.99 27.85696015
625 160419 160317 1637748577 MmfAukuXYREazeVCDC3cPt3b7Yw9ADHxyuX 500 27.85751730
626 160590 160482 1637753620 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 27.91323234
627 160608 160500 1637754027 Mmbgkqx9h6b7abENQwF1aFkAjqtKdDj2TwN 500 27.85751730
628 160680 160570 1637756087 Mme2S1C6wTwFD4hKoDoKiWhkv64ak3MTRD2 500 27.85751730
629 160805 160693 1637759970 Mmgihgn5BZE8xDhh61MqKomF7CFLHmDEZQY 500 27.85751730
630 161065 160946 1637767583 MmXSCZgov3VtpkpSGUkGF5Ezm8viZX8DuZK 500 27.85751730
631 161090 160970 1637768398 Mmc82hjURu1ZNG9LLDYdug6p3EJdDug2GXf 1000 55.71503461
632 162142 162018 1637800221 MmR3yfPYwtaWHmAxjSRWP5ymxH4HFtws39K 1000 55.71503461
633 162157 162032 1637800478 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 500 27.85751730
634 162280 162155 1637804118 MmKsfKXaAM1256oVMgkRy2SXZjV5M9U5BU4 500.5 27.88537482
635 162384 162253 1637806779 MmQHRcP7KmPRci1jNwPZXvNsHdJPuQ14Jbe 500.5 27.88537482
636 162446 162313 1637808358 MmhtDk5pZsuSWiDys29zcr69A1CG7Foor4t 500 27.85751730
637 162530 162394 1637811012 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 2505 139.56616171
638 162543 162407 1637811580 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 27.85751730
639 162633 162493 1637814459 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 27.85751730
640 162638 162496 1637814563 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 27.85751730
641 162644 162502 1637814849 MmhQFhdgQb5VejLZRvVLTAXGMyM4fpMhJk5 500 27.85751730
642 162661 162519 1637815272 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 501 27.91323234
643 162681 162537 1637815801 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 501 27.91323234
644 162723 162578 1637816937 MmZku2BAYP77uKj63Gms2qdEfeffx8TW5g4 500 27.85751730
645 162736 162591 1637817358 MmMsJM5F7AGoG8SM2aNTfJW2zQwE7AFgkbd 1500 83.57255192
646 162737 162592 1637817429 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 9500 529.29282885
647 162761 162615 1637818091 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 500 27.85751730
648 162840 162693 1637820580 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 2000 111.43006923
649 162842 162695 1637820740 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 26 1.44859090
650 162853 162706 1637821093 MmMYyFhPcUtLCTSG11ywRaGq7CXFHp6Y5RX 1500 83.57255192
651 162928 162780 1637822722 MmPfeotwhUgedX2vCRxYECWKwb7xJJ45AxA 6499 362.09200997
652 163248 163096 1637832333 MmS3d5HGNuYSJZ8qCixf8tKDGfJRvuw3hLe 501 27.91323234
653 163261 163108 1637832622 MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j 700 39.00052423
654 163595 163436 1637842025 MmZN6y9XbwUY1iMcvYGnsbq9xLWTVy2USDY 500 27.85751730
655 163604 163445 1637842269 Mmc7HHwAkHbourD5PByDShNrnd2sT1CmDNz 500 27.85751730
656 163620 163461 1637842661 MmZN6y9XbwUY1iMcvYGnsbq9xLWTVy2USDY 500 27.85751730
657 163800 163639 1637848211 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 501 27.91323234
658 163916 163754 1637851595 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 20000 1114.30069232
659 163933 163771 1637851859 MmQrd3iSHZKryrTnyGfiHQ6xtyjKWTtgpAR 5000 278.57517308
660 164060 163897 1637855964 MmW1WzbLcFxB8kvTEZnBfBpNbeooWmvg2Lt 500 27.85751730
661 164176 164010 1637859352 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1000 55.71503461
662 164186 164020 1637859514 MmdnaBSvJbfhcbmsh59d8udBwWr7h2XDT75 15 0.83572551
663 164997 164831 1637883920 MmazENqv1mU9sy3C3VgKNUiVKAi2ewyZWiE 500 27.85751730
664 165119 164952 1637887819 MmfQpEJb412i76PndWTfopU1s2QWhQq1Mic 1499 83.51683689
665 165174 165007 1637889275 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 200 11.14300692
666 165302 165135 1637893498 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 500 27.85751730
667 165324 165155 1637893965 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 500 27.85751730
668 165373 165204 1637895123 MmPaMTUje5tP6VW9HRuRZzL4216u9nsWqKU 1000 55.71503461
669 165669 165498 1637903926 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 500 27.85751730
670 165698 165526 1637905129 MmLJ3z2z5uMrvKejdtivNax3kdU81Go1DMP 1000 55.71503461
671 165700 165528 1637905279 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1500 83.57255192
672 165726 165552 1637905963 MmPwQTvvZd9PYVCowuCB13ZGCTFAKRdnKys 2001 111.48578426
673 165779 165604 1637907894 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 283 15.76735479
674 165897 165719 1637910686 MmY41GffRytxtGhtDibBAUd9qk9q9YPcFHg 1000 55.71503461
675 165949 165769 1637911861 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 500 27.85751730
676 165950 165770 1637911873 MmbNAUXfGdhQcXViNAGAtbgDqAQKUHm4FfJ 500 27.85751730
677 165982 165801 1637912836 MmLBXnZcU36WtiAAgRcwAYKv9Fr5gfmDqSb 1500 83.57255192
678 165988 165806 1637913010 MmaJqCCsh9V1Q5kzvooasnjQikD5WfFYLuY 500 27.85751730
679 166025 165843 1637913895 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 200 11.14300692
680 166432 166247 1637926641 MmY6e9yakafdsbtgVUdaZEFkzWrn8B3jpMX 5000 278.57517308
681 166487 166300 1637927688 MmUmmioxptBBkYgLhBKgPdKJN4ra58FZGQB 10 0.55715034
682 166507 166320 1637928234 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 30 1.67145103
683 166541 166354 1637929123 MmWWaWGbqkF1jnachSEo73unff3qbJJc6oL 300 16.71451038
684 166600 166413 1637931460 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 100 5.57150346
685 166723 166534 1637934899 MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC 16000 891.44055386
686 166947 166757 1637941722 MmRmiDvE9Rh7uRYjvZGVHaofpbynxDdLLR1 1001 55.77074965
687 167025 166834 1637943813 MmRmiDvE9Rh7uRYjvZGVHaofpbynxDdLLR1 501 27.91323234
688 167875 167683 1637969166 MmfSLNd9945yqkBLQVrhtUrdxe74am9tVe3 927.504 51.67591746
689 168015 167822 1637973858 MmVgphtxfoRUF8u5Nf67Hw7HRxMgCikGj4f 2000 111.43006923
690 168247 168054 1637980413 MmevNWjetemicBeniyS4gP8HCryPmVqDse1 99 5.51578842
691 168266 168072 1637981257 Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q 3057 170.32086082
692 168503 168304 1637988395 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 500 27.85751730
693 168509 168310 1637988506 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 2000 111.43006923
694 168909 168701 1637999862 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 3500 195.00262115
695 169409 169191 1638014348 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 500 27.85751730
696 169611 169389 1638020395 Mmh3xZsFpXr2w5kuy6WQdEyUimQnhqDvHKs 500 27.85751730
697 170231 170004 1638039514 MmPBDu7xuKF5GMjw5dQ1vrtfFZKKSoHw6zQ 338 18.83168170
698 170782 170553 1638056238 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 154 8.58011533
699 170876 170645 1638058520 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 1 0.05571503
700 171090 170857 1638064836 Mme127pugaMw8dQv5e6EZpPdWiEHqcBfAVQ 162 9.02583560
701 171167 170933 1638066736 MmRVwekwMTwKRX8CJZted7Qy3t8MkGUs7NP 500 27.85751730
702 171183 170949 1638067145 MmRVwekwMTwKRX8CJZted7Qy3t8MkGUs7NP 500 27.85751730
703 171261 171026 1638069861 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 100 5.57150346
704 171567 171327 1638079135 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 1500 83.57255192
705 171750 171508 1638085105 MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY 100 5.57150346
706 172719 172454 1638113708 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 12.972 0.72273542
707 173110 172842 1638125893 MmQmXr8ke7nHRrpXmeUsGpMHxoC6fmuz4Qz 21 1.17001572
708 174114 173838 1638155703 MmZmBgsAELGUC1F6wn5jDC6h9HghKCCFphJ 250 13.92875865
709 174368 174087 1638163202 MmTTG8NT2oL4k9Gq62qWqn2G7fTf1RfU1LC 199.999 11.14295120
710 174540 174251 1638167895 MmYidnSV5tdnZPQLy99SqTUUbJZePjjh4Xf 500 27.85751730
711 174762 174452 1638173947 MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM 1000 55.71503461
712 174964 174651 1638179631 Mmf59mjLdrTwe4nAxtoyyKsyg8feQ54koys 1500 83.57255192
713 175230 174902 1638187512 MmhLSAhKQTAnmKUG6MrAEtn3MJS1JHCcww4 500 27.85751730
714 175395 175067 1638192116 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 500.145 27.86559598
715 175396 175068 1638192129 Mmet4yK7mcjgxSauQN9cwvuYQJsVAJ2dkJb 500 27.85751730
716 175558 175228 1638196813 Mmi5a8ogNZX95X7sArxmPtL3nQHmE5q7vQR 5 0.27857517
717 176727 176384 1638232196 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 21.62 1.20455904
718 176889 176542 1638236707 MmPasNFu2h1zKTs4oDLauPq1FKv9pkKDgdY 400 22.28601384
719 177219 176857 1638246358 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 280 15.60020969
720 177265 176899 1638247353 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 30 1.67145103
721 177273 176905 1638247475 MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 100 5.57150346
722 177719 177340 1638260718 MmXjyb94rT7uh5Yyh3snB9iTpx6UndmGPsc 45 2.50717655
723 178134 177708 1638270844 MmPnWZw83eqTZ3CHkSp2HpDkFC8eRkPVvbd 500 27.85751730
724 178143 177717 1638271102 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 120 6.68580415
725 180235 179655 1638329821 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 6 0.33429020
726 180464 179861 1638336280 MmL5sQcDmhnPFEF2disKuEVLtcyM7M8goWb 1500 83.57255192
727 180545 179932 1638338395 MmfBgxzmosTSJekNYzQ9x85qed7FgT1AFYt 5 0.27857517
