Number Order Height Timestamp Address Amount(Meer) competitionReward(Meer)
111 90482 90469 1635633859 MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV 40 2.22860138
112 90727 90714 1635641791 Mmef8RgJvePP9JxGcfjfTQJNwXnfDabkgkF 200 11.14300692
113 90785 90772 1635643728 Mmg72YV8bZZDTSs34rC6MCmfarqXTKLkJXx 2 0.11143006
114 90983 90970 1635653393 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 5 0.27857517
115 90992 90979 1635653694 MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr 500 27.85751730
116 91148 91135 1635657213 MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 51.99 2.89662464
117 91545 91532 1635668896 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
118 91628 91615 1635671050 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 68 3.78862235
119 91654 91641 1635671961 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 25 1.39287586
120 92035 92022 1635683212 MmZRuWLvoQE8vm9RzEL7UaMKzjeMw3SmWtN 100 5.57150346
121 92486 92473 1635701203 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 5.99 0.33373305
122 93385 93372 1635726218 MmNCfHzG31GbZDS7abUEkbSt137ofFiVJqm 24 1.33716083
123 93444 93431 1635728039 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 150 8.35725519
124 93721 93708 1635736532 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 100 5.57150346
125 93749 93736 1635737452 MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 10 0.55715034
126 93822 93809 1635739848 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 300 16.71451038
127 93921 93908 1635741995 MmYYBxhPnd6UNrKy7hjHVHjFMLxMPhofKad 1001 55.77074965
128 93996 93983 1635744065 MmXmN6nX5o1FTZ4XXasJ82muY6mipjFrS8c 110 6.12865380
129 94043 94030 1635745715 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 4000 222.86013846
130 94247 94234 1635751758 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 142 7.91153491
131 94311 94298 1635753743 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 3000 167.14510384
132 94311 94298 1635753744 MmUkWYis5XQhkKWhZ4uQPF9B8z5aY3vEAyw 500 27.85751730
133 94597 94584 1635761928 MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5 250 13.92875865
134 94694 94681 1635764799 MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM 199.9 11.13743541
135 94734 94721 1635766068 MmLiUeVuXFi8QB42W5ivcWmGDvEBKtCzikM 64 3.56576221
136 94982 94969 1635773282 MmgQWnwy8GoyCPeAXCKxf85kqa6Ma4fEvEr 1000 55.71503461
137 95010 94997 1635774132 MmQ3RFahCMqY56WuUWRcMtePj9tE4VAPnGC 1000 55.71503461
138 95013 95000 1635774209 MmQKGoz3GPgCEjVJaAiTMa5HEBoRtqEo2Yz 1000 55.71503461
139 95078 95065 1635775980 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
140 95084 95071 1635776106 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
141 95201 95188 1635780128 MmLUPq8HMfz8dk9P28dG86SoVXYjLJ8weGu 100 5.57150346
142 96650 96637 1635823715 Mmh5rrz6yT73tggL2oZnNusWwvLhDowg5XL 100 5.57150346
143 96903 96890 1635830414 MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK 251 13.98447368
144 96916 96903 1635830760 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 100 5.57150346
145 96925 96912 1635831130 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
146 96983 96970 1635833705 MmazENqv1mU9sy3C3VgKNUiVKAi2ewyZWiE 499.99 27.85696015
147 97968 97955 1635862222 MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8 2000 111.43006923
148 98006 97993 1635863456 Mmdhq6FjRPwqhCs9kmaUqZMmWpHc4Ue9szz 300 16.71451038
149 98446 98433 1635876594 MmKyXQezZsz2MfHfojkJeuxhPKd2Cyy96L6 500 27.85751730
150 99441 99428 1635906703 MmYvVNquDGNv3fiUa6edJda3oFib6TQwWty 485 27.02179178
151 99515 99502 1635908897 MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr 133 7.41009960
152 99605 99592 1635911938 MmVsfChfXVWULSrZUpH5BrZ76uDuQa9Wn5T 40 2.22860138
153 99963 99950 1635922213 MmXmN6nX5o1FTZ4XXasJ82muY6mipjFrS8c 7 0.39000524
154 100005 99992 1635923639 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 14 0.78001048
155 100202 100189 1635929579 MmRxoD9f57jDexnzoYXB8wQDZ5BiB2Y5J4e 200 11.14300692
156 100430 100417 1635936408 MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm 56 3.12004193
157 100723 100710 1635945203 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
158 101070 101057 1635955847 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 355 19.77883728
159 102382 102369 1636001255 MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK 450 25.07176557
160 102678 102665 1636010714 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 3000 167.14510384
161 102683 102670 1636010925 MmRADFuFtL9oGty49b4GopUqri18az7KJ1k 3000 167.14510384
162 102910 102897 1636017629 MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY 400 22.28601384
163 102989 102976 1636020393 MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM 805 44.85060286
164 103013 103000 1636021132 MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 205 11.42158209
165 103148 103135 1636024628 Mmef8RgJvePP9JxGcfjfTQJNwXnfDabkgkF 100 5.57150346
166 103435 103422 1636034147 MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9 51 2.84146676
167 103554 103541 1636036691 MmPfeotwhUgedX2vCRxYECWKwb7xJJ45AxA 10000 557.15034616
168 103557 103544 1636036767 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30 1.67145103
169 103565 103552 1636037086 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 100 5.57150346
170 103598 103585 1636038194 MmdjjVhp5NNfoHmXc9muaywr5FiaswdGfMt 99 5.51578842
171 104837 104824 1636075637 MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB 800 44.57202769
172 104856 104843 1636076236 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 450 25.07176557
173 105178 105165 1636085999 MmSZ8gNwhGK9aBdQf63ByekBeQvtJFBaNZf 99 5.51578842
174 105278 105265 1636088914 MmUFckCtS2zjANB3aA1sEJkzjqvyBrxdSjm 3999 222.80442343
175 105289 105276 1636089120 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 1760 98.05846092
176 105958 105945 1636109211 MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2 2600 144.85909000
177 105969 105956 1636109526 MmgwnFVpwJrf86eQpWB6L3xrVfWfuLREffM 208 11.58872720
178 106002 105989 1636110703 MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB 200 11.14300692
179 106081 106068 1636113220 MmaQLR8hdA2t4Qi61pKjyg3qfkFdZGKxwbF 1000 55.71503461
180 106141 106128 1636115188 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 50 2.78575173
181 106219 106206 1636117719 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 51.816 2.88693023
182 106400 106387 1636122694 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 45.451 2.53230403
183 106781 106768 1636134439 MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2 4600 256.28915923
184 107526 107513 1636156860 MmgQWnwy8GoyCPeAXCKxf85kqa6Ma4fEvEr 500 27.85751730
185 107529 107516 1636156981 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 200 11.14300692
186 108267 108254 1636178445 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 40 2.22860138
187 108348 108335 1636181548 MmcsGFC6KgG3JYq41jVQnumtnxy4Ygp2bkk 500 27.85751730
188 108412 108399 1636183723 MmcsGFC6KgG3JYq41jVQnumtnxy4Ygp2bkk 1200 66.85804153
189 108519 108506 1636186195 MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 150 8.35725519
190 108988 108975 1636200997 MmS7bQcM6yDKc5UrynFZcN9RxSPiCZLBiFy 3000 167.14510384
191 108991 108978 1636201192 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 100 5.57150346
192 109202 109189 1636207411 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 149 8.30154015
193 110439 110426 1636246761 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 2.78575173
194 110620 110607 1636255701 MmRrs85KK9bUXHJuc31MgWpVDLiQuYgYvgt 395 22.00743867
195 110815 110802 1636260557 Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE 10000 557.15034616
196 111037 111024 1636267830 Mmah1RLFDExUR6WpSynQZ3VXRJCDtxMUjb4 99 5.51578842
197 111062 111049 1636268348 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 2.78575173
198 111099 111086 1636269483 MmRrs85KK9bUXHJuc31MgWpVDLiQuYgYvgt 105 5.85007863
199 111605 111592 1636283940 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 50 2.78575173
200 113402 113389 1636336566 Mmhjd2RwQzbmXzKjvDXNU6Hs4GWWCGhKBYD 150 8.35725519
201 113409 113396 1636336972 Mmb9G5Psxcs587Hq4BgZT3P4ZbTmXQdyQi3 499 27.80180227
202 113836 113823 1636349919 MmY581YdQ5vF9L2gSnLFY5r9gDuv3f1YWrN 6500 362.14772500
203 114059 114046 1636356374 MmTWYAQ71RjaVPJKHXdPb6rgch8vf6RQZir 1000 55.71503461
204 114358 114345 1636364907 Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE 10000 557.15034616
205 114358 114345 1636365065 MmQGopbFdPzpT77efoRCYqPjQbmjnYwnWQc 8501 473.63350927
206 114509 114496 1636369597 MmffLLdETmskgEqGnMoLT9vSkLXXUiKNsNC 1000 55.71503461
207 114799 114786 1636377511 Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE 2000 111.43006923
208 114814 114801 1636377965 MmfvxtLu4JxDSt73L2taDqcPgGTiErCtQcS 1000 55.71503461
209 115045 115032 1636385991 MmUpHHReBVDAhge65JpZ3UiEUGqK7NbHpPW 500 27.85751730
210 115063 115050 1636386491 MmUpHHReBVDAhge65JpZ3UiEUGqK7NbHpPW 500 27.85751730
211 116285 116272 1636423251 MmbWS3CimuWwveKfhToxEMyUdHHjbXgSFvb 500 27.85751730
212 116322 116309 1636424496 MmSwyzLVivsWeirLHaENUaGRsBknmQdBwNT 1500 83.57255192
213 116343 116330 1636425260 MmZZmajEYsm4YxPoHzy5psw1T4o3esy66ok 5000 278.57517308
214 116548 116535 1636431035 MmMsJM5F7AGoG8SM2aNTfJW2zQwE7AFgkbd 999.99 55.71447746
215 116599 116586 1636432553 MmKxvwKiG86cCxZ145TEGQkbnfeXi1G7LPY 999.99 55.71447746
216 117244 117231 1636452221 MmfPRsX5kz6n1dsn7UG18Qjz5sT6JVM4Bzs 3000 167.14510384
217 117280 117267 1636452976 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 999.99 55.71447746
218 117391 117378 1636456174 MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm 190 10.58585657
219 117976 117963 1636473999 MmV36o4n3fBSpsAdqL9tZ3i2ZPn3RfJTbhM 5000 278.57517308
220 119230 119217 1636511397 MmUkt5SCLeDKQFYsmD2DHfxed17AYxfMsmw 215.5 12.00658995
221 119308 119295 1636513464 MmLu9DUDSaLT34vA8GCBimPmFHiCn77Ti7k 500 27.85751730
222 119435 119422 1636517900 MmL5sQcDmhnPFEF2disKuEVLtcyM7M8goWb 1000 55.71503461
223 119468 119455 1636518644 MmXRm8PVMyY3hucgaojMp1jjxsGcpBgxj3G 500 27.85751730
224 119668 119655 1636524303 MmN38WFgtWdu57Fq2rEzRkFyiNK6Vebh6kV 500 27.85751730
225 119714 119701 1636525836 MmUPsjLfKK67CNr9BLhczAeF2mY3k8UW5bb 999.999 55.71497890
226 119757 119744 1636527313 MmMKfVnyXoEPoDVhHEHZBf9z5CuXJv4DXAi 2195.62 122.32904430
227 119769 119756 1636527757 MmQbg7r7whS9LqEDWHRrdS4A7irhe5ZqBxj 500 27.85751730
228 119921 119908 1636531952 MmawihkN6wQfWD86sFx9YxG9XUVXS1QBZiP 1500 83.57255192
229 119931 119918 1636532389 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 538 29.97468862
230 119947 119934 1636533118 MmhWjdm7RkUGtUXk8CEkH3KxaDwJs9WWpv8 522.263 29.09790112
231 119971 119958 1636533961 MmcHvz2XcHVDA3x7J8sMQAYUAZ15HgwG9CB 6.7 0.37329073
232 119996 119983 1636534655 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 1000 55.71503461
233 120009 119996 1636535050 MmQbg7r7whS9LqEDWHRrdS4A7irhe5ZqBxj 300 16.71451038
234 120076 120063 1636537409 MmXydJxND8ZKoJpKpqPSWvh9haiSFxDYq7Y 509 28.35895261
235 120411 120398 1636546217 MmPnWZw83eqTZ3CHkSp2HpDkFC8eRkPVvbd 299.9997 16.71449367
236 120456 120443 1636547724 MmcX8tBV1eGTd1f65NBQtyVD64iycaxaxZX 999 55.65931958
237 120597 120584 1636553094 MmcUdesesq8M5KMNzLdr2h9zFSdbCdC6ruu 500 27.85751730
238 120611 120598 1636553605 MmQ32goTbGZ2rcsDLedu14uuHEt2jiZGPam 500 27.85751730
239 120630 120617 1636554238 MmfD3tKoLSp8jcZuBvhBpv8vxfNEdMbR9Ar 2510 139.84473688
240 120692 120679 1636555989 MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 20 1.11430069
241 120858 120845 1636560633 Mma3NmATUbQPPaHedx2bapF7DCTe55e6FoJ 500 27.85751730
242 120926 120913 1636562616 Mma3NmATUbQPPaHedx2bapF7DCTe55e6FoJ 0.8 0.04457202
243 121109 121096 1636567977 MmLZesELg8TPpaM2wTEZiaNcMLa8iPEiyvZ 5000 278.57517308
244 122008 121995 1636595343 MmecoK9v7NB9LSGgcqfMzr9WywRn7scjsfr 1000 55.71503461
245 122098 122085 1636598457 Mmh3xZsFpXr2w5kuy6WQdEyUimQnhqDvHKs 3001 167.20081888
246 122099 122086 1636598468 MmTomM8cApgqLU7GQffep3o63KZsZZ59x2m 4500 250.71765577
247 122107 122094 1636598786 Mmd1URYKeiiSxbu2mkoYepBuRjus1utwbM2 6000 334.29020769
248 122234 122221 1636601863 MmNgiwqNsJA7HFk7yyEiSPvFyVwQrXdM7rG 500 27.85751730
249 122236 122223 1636601893 MmUpHHReBVDAhge65JpZ3UiEUGqK7NbHpPW 1000 55.71503461
250 122297 122284 1636603495 MmXenvnvFdosgJFpHSMyAGFgjdDHEmfniAB 500 27.85751730
251 122306 122293 1636603813 MmWzfR1byJrgKQsuZBF3Qt52PkNhQaS4WdM 3000 167.14510384
252 122308 122295 1636603960 MmVyadFoDx877cP7QbPQwjQAYXem7vrX9rF 500 27.85751730
253 122431 122418 1636608149 MmYvJjcqFYV8yvJYQdaLeaQSP3CSWgkpaGr 503 28.02466241
254 122452 122439 1636609057 MmVqiCvnrYTTAB5AmLYaLGq58C6v7S798J2 1500 83.57255192
255 122473 122460 1636609702 Mmf59mjLdrTwe4nAxtoyyKsyg8feQ54koys 999.99 55.71447746
256 122481 122468 1636610001 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 500 27.85751730
257 122518 122505 1636610896 Mmdy6N5oX87BwqwukYXMtvJfadvdSD5XU4n 1000 55.71503461
258 122564 122551 1636611941 MmTWbx137Pa5W1GhZYYZhnLJTrL5XUji3Uf 500.5 27.88537482
259 122617 122604 1636613298 Mmd66KYj7PgEvjwtySSNPP8ku9eTWy6RoPw 500 27.85751730
260 122632 122619 1636613966 Mmhn8B2neJg5ncSaXgTDy8kjn1ZzXt2jx7P 500 27.85751730
261 122645 122632 1636614348 MmhEBzQLCqZ2Z2HZVJ4BJUrLPPJVoApXATw 500 27.85751730
262 122697 122684 1636615498 MmRRTZXSukttvTgevtpkRLsXmPdEXTo9Xrx 579 32.25900504
263 122735 122722 1636616737 MmgsY7QYpNYjp7wz3g1ViUQ4FsM1XbLMpYA 1000 55.71503461
264 122769 122756 1636618119 MmUoK7TCKdzfZLNGZggxaMhDdhuDs4w6Gdf 500 27.85751730
265 122919 122906 1636622099 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 2000 111.43006923
266 122921 122908 1636622144 MmMNU4HgUKoydvnzDH2JqyHr2WPYj9iCcVw 500.5 27.88537482
267 122957 122944 1636623078 MmXiUWVkmbeh2QBjsHZHqNAfh29d7efs3qN 700 39.00052423
268 123021 123008 1636625474 MmisiZEqQd6Vwic7uoZEjRr3jZghCF44bkp 2000 111.43006923
269 123028 123015 1636625729 MmSBoy37jGkkMTE1sk7L9KfVqrFm8khf71W 200 11.14300692
270 123045 123032 1636626229 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 9000 501.43531154
271 123050 123037 1636626633 MmLepPCkiHdA99JXaH8vwt3zRcjxUTaCWbU 503.99 28.07982029
272 123050 123037 1636626634 MmT51Yb2osyoRgn9r3YRxRJvEByzD2k9Neg 535 29.80754351
273 123057 123044 1636626811 MmTomM8cApgqLU7GQffep3o63KZsZZ59x2m 500 27.85751730
274 123102 123089 1636628352 MmfmKVXNeGyDXdcPFctCaTP8YWGmeLdfAQg 2000 111.43006923
275 123179 123166 1636630769 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 502.933 28.02092950
276 123244 123231 1636632692 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 150 8.35725519
277 123244 123231 1636632775 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 420 23.40031453
278 123300 123287 1636634252 MmYYBxhPnd6UNrKy7hjHVHjFMLxMPhofKad 1000 55.71503461
279 123496 123483 1636639731 MmVQeurhZakXzD3V8RkDFx22cUG96QXbjcC 499.99 27.85696015
280 123636 123623 1636644126 MmPVnee3txzJ4sjoJGv7JMpbYyoUsMi91zz 500 27.85751730
