Number Order Height Timestamp Address Amount(Meer) TimeWeight TotalLockAmount(Meer) profit(Meer)
362 127733 127720 1636767192 MmfHCY3T95h8C91kHNekABzh2gBMZVgBNzS 500 5 344466.38865250 60.35331595
363 127743 127730 1636767347 MmceZEC9YZyEkwe6WVX1s3JCEdYPaohGRLZ 514.99 5 344981.37865250 62.16270836
364 127743 127730 1636767356 MmUrXcCprFumxW3J6E6bRL25DbAtQkLBoXp 500 5 345481.37865250 60.35331595
365 127915 127902 1636772970 MmVF3vpnLCnU3wf4ZxyNXjYxCM2PKW9RvHH 500 5 345981.37865250 60.35331595
366 128071 128058 1636777859 MmXCK83x7XjmrsUEH4P3HL5WbgqvZe2z6Qm 500 5 346481.37865250 60.35331595
367 128082 128069 1636778277 Mmet4yK7mcjgxSauQN9cwvuYQJsVAJ2dkJb 100 5 346581.37865250 12.07066319
368 128198 128185 1636781781 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 121 5 346702.37865250 14.60550246
369 128274 128261 1636783565 MmX9RxuGeZmXFv2R3uGa4SUupEdry9NAJmF 501 5 347203.37865250 60.47402258
370 128280 128267 1636783778 MmYcN6FMgd3GkmhkUaC3DcNoM8jDFGPajpb 501 5 347704.37865250 60.47402258
371 128351 128338 1636785517 MmLH1F6S3iNPwE12mhNRqcoHGxYiiWstD9d 1000 5 348704.37865250 120.70663191
372 128353 128340 1636785570 MmTozyfUgYx61EqJkfwPzoe92SPs4uQ5F2a 522 5 349226.37865250 63.00886185
373 128453 128440 1636788999 MmXiUWVkmbeh2QBjsHZHqNAfh29d7efs3qN 41 5 349267.37865250 4.94897190
374 128525 128512 1636791480 MmiZtXmUGTouVLWD4k1p5keWBzkRey9G9h7 507 5 349774.37865250 61.19826238
375 128543 128530 1636792068 Mmfadc6NLfChUxpPn8YfdgJ1CQ676C8u4TJ 1000 5 350774.37865250 120.70663191
376 128556 128543 1636792489 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 479 5 351253.37865250 57.81847668
377 128575 128562 1636792989 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 5 351754.37865250 60.47402258
378 128575 128562 1636793024 MmgryJ1hy4zFpsA74XC6xD9zv5RUZbfhRMP 2500 5 354254.37865250 301.76657978
379 128596 128583 1636793760 MmZz6WKMvChUwNdNrgNAbXKAoLsEtmcoo6s 500 5 354754.37865250 60.35331595
380 128608 128595 1636793971 MmbTYJiBHyo1UWEvSfGfrtjx48qeg7pX5q4 500 5 355254.37865250 60.35331595
381 128615 128602 1636794254 MmhczbvAAGh9NkQt95XgaUtVSjCYjUGURv3 160 5 355414.37865250 19.31306110
382 128630 128617 1636794629 Mmec6iCP5Rq9zyecgRXdfczsDymEtmWVtCF 3000 5 358414.37865250 362.11989574
383 128772 128759 1636798645 MmbwSpTYqGhVXcQ4LxKeKiy36M4yU329msC 500 5 358914.37865250 60.35331595
384 128810 128797 1636799948 MmRdV7ikUvP2hJQicvaG5jFgFMDv2PbCVer 1000 5 359914.37865250 120.70663191
385 128853 128840 1636801664 MmgffqJPyidPqn7FcMt6U4ckPnH8EPrnWmz 814 5 360728.37865250 98.25519837
386 128929 128916 1636803974 MmRDnoBFpGV6cH1TyJetvVwxqDfpoas2uFD 500 5 361228.37865250 60.35331595
387 128932 128919 1636804031 MmNdqgz9sSvzTJW3rivGnwkiiBXW2bCocrP 2500 5 363728.37865250 301.76657978
388 129115 129102 1636809167 Mmgjobeaoa6vajrwUkA7SsRfe5QZCEpJWJG 40 5 363768.37865250 4.82826527
389 129116 129103 1636809206 MmcyTd2iKBCkVvMtkbjJX6XYRwYsSqt4Uxc 1000 5 364768.37865250 120.70663191
390 129176 129163 1636810735 MmhbU4qoj3tabg7XkENevyrFxqCmZPLF9Cc 500 5 365268.37865250 60.35331595
391 129316 129303 1636814776 MmebVVW9FsvRL8sXeJLkrFT7DTTvtY3MUfU 500 5 365768.37865250 60.35331595
392 129422 129409 1636818720 MmZnwi43753ak756s2dbDwdDKsmkQXACxSm 502 5 366270.37865250 60.59472922
393 129462 129449 1636820154 MmVPkifZSfTjdaogATjyNGUhzCBh7T4RYgQ 500.8 5 366771.17865250 60.44988126
394 130272 130259 1636844170 MmV2ykGWgvhFP9hJANLQ78on9KEmXqqTyQo 501 5 367272.17865250 60.47402258
395 130433 130420 1636848708 MmNsLqY1VXq6Z14GnAc55isnZoGE5XRJaYZ 502 5 367774.17865250 60.59472922
396 130562 130549 1636852887 Mmc82hjURu1ZNG9LLDYdug6p3EJdDug2GXf 1000 5 368774.17865250 120.70663191
397 130650 130637 1636855430 MmgsY7WVihvTQuyWqnR1Cxy1mHSTrhPwKua 2000 5 370774.17865250 241.41326382
398 130670 130657 1636856229 MmQ6X7zD4EWAs4oy9o7crhDs1g7kra3gJkj 500.199 5 371274.37765250 60.37733657
399 130830 130817 1636860781 MmdpvqtMoJSd3PMqbGc2pbCDaum5KrTRRnr 500 5 371774.37765250 60.35331595
400 130867 130854 1636861554 MmNsfDAqVw5gYxR3f1M7HTsxaePjsKomggT 507 5 372281.37765250 61.19826238
401 130872 130859 1636861772 MmLf5X1zzjnMGWYMnRgq42RYRfNqPEBbak6 500 5 372781.37765250 60.35331595
402 130934 130921 1636863528 MmMsJM5F7AGoG8SM2aNTfJW2zQwE7AFgkbd 505 5 373286.37765250 60.95684911
403 130973 130960 1636864730 MmW9LcEADAhobcz29cjGjT4T2ZHmHvPZ5ow 500 5 373786.37765250 60.35331595
404 131022 131009 1636866377 MmZ8SCnbxD48wNoV5b26ZoZ9dmhfucSr1rL 500.5 5 374286.87765250 60.41366927
405 131052 131039 1636867422 MmhNrwjJFz7PkUra5H86aUsjSrWNbAFBs3K 500 5 374786.87765250 60.35331595
406 131055 131042 1636867498 MmPzhyFbmWPDzgA5DcTkq7CGdwcFgTzQyiM 500.5 5 375287.37765250 60.41366927
407 131089 131076 1636868588 MmZzdoNCqASxTiUeJrwxDuHpeSnzmusWLZK 500.05 5 375787.42765250 60.35935128
408 131160 131147 1636870578 MmbBqjdF3rQRUDZ1rW6qyb8Dcx7pf21uMxJ 500 5 376287.42765250 60.35331595
409 131170 131157 1636870850 MmfJNMM53dsoKBwJvgCQGpmnB3vmXDCSY2G 500.99 5 376788.41765250 60.47281552
410 131213 131200 1636872074 MmiejEFXpdwibqSW8KApUByeGnSx6HxqAiT 500 5 377288.41765250 60.35331595
411 131246 131233 1636873396 Mmfbsc3sT6bWwJVU4vTcSQiKPQRS2LHvVFm 500 5 377788.41765250 60.35331595
412 131310 131297 1636875097 Mmfkn88tcrg7WPdjrTJqciv5AUHZfCEVLmC 2000 5 379788.41765250 241.41326382
413 131453 131440 1636879422 MmdCfVYeuGLjStKW16vE6ryoY2qd4mdBp1K 503.4 5 380291.81765250 60.76371850
414 131497 131484 1636880688 MmNPgMZKZqGSNQ4saEHdHjD4KQQoBXCSMPh 506 5 380797.81765250 61.07755574
415 131601 131588 1636883923 Mmarz5seAPQmz1FStZK5pNPPTUYv5VxxY8F 1.02 5 380798.83765250 0.12312076
416 131638 131625 1636884990 MmZouJRJSTZYnWEtsBUijzkP6f7D5FkSSrs 507 5 381305.83765250 61.19826238
417 131674 131661 1636885882 MmeifGLJyScNx5CLxftWJzJ1WVKS7XDTPYe 505 5 381810.83765250 60.95684911
418 131693 131680 1636886438 MmUkmv7H32mCBa8aPDZZfSGEYQawjAi9KxS 506 5 382316.83765250 61.07755574
419 131716 131703 1636887142 MmThZehk5rjbCmt5VWmBmA5QnQo1W419Kfj 388 5 382704.83765250 46.83417318
420 131870 131857 1636892086 MmVHPgTjvRHsHzj4zbSmrcDd1h89GFXBFkD 50 5 382754.83765250 6.03533159
421 131920 131907 1636893641 MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg 1000 5 383754.83765250 120.70663191
422 132020 132007 1636896641 MmRC3szH2gsZATebpiw9TVPuoWMMJFG3UKh 501 5 384255.83765250 60.47402258
423 132057 132044 1636897690 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 5000 5 389255.83765250 603.53315957
424 132092 132079 1636898527 MmWsDVQRAL3ooKB1yJwyvuMNvxNvYiFMMNu 500 5 389755.83765250 60.35331595
425 132217 132204 1636902239 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 501.77 5 390257.60765250 60.56696669
426 132229 132216 1636902599 MmLYRMBvFyAoyrgVnFy2VqGbXToErqGSofY 508 5 390765.60765250 61.31896901
427 132272 132259 1636904120 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 502 5 391267.60765250 60.59472922
428 132277 132264 1636904307 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 501 5 391768.60765250 60.47402258
429 132282 132269 1636904448 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 500 5 392268.60765250 60.35331595
430 132354 132341 1636906349 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 501 5 392769.60765250 60.47402258
431 132359 132346 1636906775 MmX5sTQABQa7g7PzpHzt51ddnE1bK9D1W1H 500 5 393269.60765250 60.35331595
432 132585 132572 1636913343 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 504 5 393773.60765250 60.83614248
433 132589 132576 1636913499 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 505 5 394278.60765250 60.95684911
434 132767 132754 1636918527 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 506 5 394784.60765250 61.07755574
435 132770 132757 1636918679 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 507 5 395291.60765250 61.19826238
436 132919 132906 1636923677 MmRCAnujmXeDDPigy8F5S1bJfdKA5mGJNP1 500 5 395791.60765250 60.35331595
437 132927 132914 1636923941 MmRCAnujmXeDDPigy8F5S1bJfdKA5mGJNP1 1 5 395792.60765250 0.12070663
438 132957 132944 1636924721 MmRCAnujmXeDDPigy8F5S1bJfdKA5mGJNP1 0.9 5 395793.50765250 0.10863596
439 133323 133310 1636935195 MmRvDJYpk6Fn8oJQtCGss8v7VgZSF5WrRyp 503.99 5 396297.49765250 60.83493541
440 136788 136774 1636937594 MmfYfTEyYmpei7PGvqQ8SuzfEPQNpvHAc7T 503 5 396800.49765250 60.71543585
441 136578 136564 1636937594 MmazKP7wDSNYq28VdSyRe6AphUZpphcuhZz 1000 5 397800.49765250 120.70663191
442 136791 136777 1636937594 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1000 5 398800.49765250 120.70663191
443 136935 136921 1636937594 MmcnGxwdTVZ7r5id3AejGiRMH4KXUVeMy7P 3000 5 401800.49765250 362.11989574
444 137925 137911 1636937594 Mmitkm7jdxmKiD7zx26UzPbavtR1pdC4KDN 500 5 402300.49765250 60.35331595
445 137432 137418 1636937594 Mmb4cn9kN3QMGBZRZ86GG8Nce8YRFr9XLbX 500.2 5 402800.69765250 60.37745728
446 136809 136795 1636937594 MmirTBstzGHGBqk8VrACTcNbmGojiwxfNJk 499.999 5 403300.69665250 60.35319525
447 137585 137571 1636937594 MmNHWpf81ESPKnXZqRT89nhDaxZVLMa7ZYE 511.4 5 403812.09665250 61.72937156
448 137087 137073 1636937594 MmNYhyTASd3ozVxACfi59v2eax6LTdCguQc 528.86 5 404340.95665250 63.83690935
449 137097 137083 1636937594 MmY41GffRytxtGhtDibBAUd9qk9q9YPcFHg 2000 5 406340.95665250 241.41326382
450 136691 136677 1636937594 MmVpLVQZPHcge8LyZyRtNeL5Q3HCAaxNvtp 400 5 406740.95665250 48.28265276
451 137522 137508 1636937594 MmRrBTqPgvtPYYNHpPXKXUBumo4qSENYA7E 30.02 5 406770.97665250 3.62361309
452 136770 136756 1636937594 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 501 5 407271.97665250 60.47402258
453 137754 137740 1636937594 Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q 185 5 407456.97665250 22.33072690
454 138879 138865 1636937594 Mmc2dxFZF9pXh5gWTVsEKE8YzDspErWmc6j 19 5 407475.97665250 2.29342600
455 137132 137118 1636937594 MmbEEDc4pvSD4oUBWVYFHKmpxhC9fcmWXs6 300 5 407775.97665250 36.21198957
456 137380 137366 1636937594 MmZXzRtP3VhJ97gCSF9pDqyURRtmsaLvDUT 501 5 408276.97665250 60.47402258
457 136821 136807 1636937594 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 500 5 408776.97665250 60.35331595
458 137263 137249 1636937594 MmXqW5acePJfsKHmp8Coohmq2N7GUAZsGFX 100 5 408876.97665250 12.07066319
459 145687 145671 1636937594 MmP2SDVc224LWdykyPqeMg4xdMZv82CnN4C 499.5 5 409376.47665250 60.29296264
460 136816 136802 1636937594 MmVka7EtUVq8u8wNqmBor4nBui7SpAUk9Gt 1000 5 410376.47665250 120.70663191
461 133401 133388 1636937905 Mmh9P83PT1NYdfT4Dp8gTRQu79zHbeKrQTS 516 5 410892.47665250 62.28462206
462 133452 133439 1636939537 MmYRMupDKH5RGuyc2GPXxis1Vp9HuvKfUDT 512 5 411404.47665250 61.80179553
463 133490 133477 1636940335 Mmay2gxPk4TPPKUN913VSKgkDuKQgsqSPfw 501.19 5 411905.66665250 60.49695684
464 133528 133515 1636941377 MmPLTR1gSP7ER8f52WriD1sTQMULLf9PnHU 501 5 412406.66665250 60.47402258
465 133561 133548 1636942945 MmRADFuFtL9oGty49b4GopUqri18az7KJ1k 1500 5 413906.66665250 181.05994787
466 133566 133553 1636943046 MmdjjVhp5NNfoHmXc9muaywr5FiaswdGfMt 1000 5 414906.66665250 120.70663191
467 133603 133590 1636944464 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 500.3 5 415406.96665250 60.38952794
468 133618 133605 1636945028 MmVHPgTjvRHsHzj4zbSmrcDd1h89GFXBFkD 450 5 415856.96665250 54.31798436
469 133634 133621 1636945370 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 500.4 5 416357.36665250 60.40159860
470 133645 133632 1636945666 MmeC1cvygxTnaYScQ4yx7HMxtu8p8cbtohG 500 5 416857.36665250 60.35331595
471 133647 133634 1636945701 MmSeJBhxxUcE85LDWt79QCVu5FNM8Y1bnjP 514 5 417371.36665250 62.04320880
472 133662 133649 1636945998 MmYAUhu9fTFsoSyvUUWQNikPWcn4u1B9dmi 500 5 417871.36665250 60.35331595
473 133668 133655 1636946141 MmVQeurhZakXzD3V8RkDFx22cUG96QXbjcC 500.1 5 418371.46665250 60.36538662
474 133688 133675 1636946564 MmVQeurhZakXzD3V8RkDFx22cUG96QXbjcC 501.4 5 418872.86665250 60.52230524
475 133784 133771 1636949084 MmfFwmZMZpaxRGXC7eeND53W7ogybC7Z36A 200 5 419072.86665250 24.14132638
476 133849 133836 1636951126 MmVnbheJ2SPmMCtsrrni4ibfxkFWCREQfXa 500 5 419572.86665250 60.35331595
477 133868 133855 1636951829 MmZYrC2CKGNaUPFy82gueprG1N59WMprH5A 2000 5 421572.86665250 241.41326382
478 133880 133867 1636952166 MmPaMTUje5tP6VW9HRuRZzL4216u9nsWqKU 500 5 422072.86665250 60.35331595
479 133890 133877 1636952463 MmNLuzxGHzKSUaGDFijdohLXJomoBeLuUaX 500 5 422572.86665250 60.35331595
480 133943 133930 1636954008 MmdQiYMFNcTz7U4PsNw4Z5imUcYHQdWX27K 500 5 423072.86665250 60.35331595
481 133945 133932 1636954063 MmUTFkg4K6EmKSGd7QeWZ1oxcpW2DH5npHU 501 5 423573.86665250 60.47402258
482 133947 133934 1636954171 MmKjLLLyj1T6vBi4EQtKB23yhZkVcrvESma 500 5 424073.86665250 60.35331595
483 133981 133968 1636955388 MmRsK8sgQzPWmGYhAio5FVNdnVJviFoyyN3 500 5 424573.86665250 60.35331595
484 133991 133978 1636955856 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 500.5 5 425074.36665250 60.41366927
485 134003 133990 1636956241 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 501.5 5 425575.86665250 60.53437590
486 134011 133998 1636956612 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 502.5 5 426078.36665250 60.65508253
487 134014 134001 1636956723 MmiTC5Qa3VAmQ4EoiDPbUNfHSNCcYUG245t 500 5 426578.36665250 60.35331595
488 134033 134020 1636957388 MmWoE96zsR74Zc9UA1ga1GtafMESbXztgpz 38 5 426616.36665250 4.58685201
489 134076 134063 1636958991 MmTPnuL6DVQqPLnpjsBMvBkDPvqxByHaUdL 510 5 427126.36665250 61.56038227
490 134152 134139 1636960925 MmSvfrQLzAwGaN6xxYxdFdYmtTxp2Vrfrw6 500 5 427626.36665250 60.35331595
491 134173 134160 1636961332 Mmcb2Ljt9m61HJicL5QcfkzxPns4uSmcDqE 501 5 428127.36665250 60.47402258
492 134178 134165 1636961529 Mma9ezvbzSYNLEXPasWokx1GaoDtUNe1682 95.32 5 428222.68665250 11.50575615
493 134192 134179 1636961743 MmetRDjg6AqxANLa1zK8Y1vjJZv1gVcVYr1 500 5 428722.68665250 60.35331595
494 134202 134189 1636962000 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 500.3 5 429222.98665250 60.38952794
495 134218 134205 1636962285 MmL5qsWEU6jYYtUyDCys4ZZmB5ubRDQcHjQ 500 5 429722.98665250 60.35331595
496 134221 134208 1636962329 MmdorKZ3AyK5RRAvMBPansDFozkayV1Q1vg 501.3 5 430224.28665250 60.51023457
497 134250 134237 1636963444 MmPWYcnLKdTYZPHJd2ud6GGx5oDWLWheMyP 501 5 430725.28665250 60.47402258
498 134264 134251 1636963751 MmUwz46SkyNYQYtDSG3kwXn7eEhESWecP1D 2000 5 432725.28665250 241.41326382
499 134279 134266 1636964195 MmeAgGy2U8JT3Mi2ZbkTQXx5K2jNB1MDv6e 500 5 433225.28665250 60.35331595
500 134325 134312 1636965635 MmL61kjaS9fokG54E5NhcXmwcrscp9QfUwX 500 5 433725.28665250 60.35331595
501 134357 134344 1636966548 Mmcmj2ihxnmjmPNvwrz5Wt69tacKcn8ZWhw 6800 5 440525.28665250 820.80509701
502 134365 134352 1636966874 MmVzxU19X6R3suaeQ9YTwPRLJfBZJV1pD19 502.3 5 441027.58665250 60.63094121
503 134389 134376 1636967303 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 510 5 441537.58665250 61.56038227
504 134397 134384 1636967557 MmMGbx6eEUyvs81upHotWE125kGNX6AeSHr 500 5 442037.58665250 60.35331595
505 134414 134401 1636968106 MmUJGE9wpKJ62qWqY1W9h5igTNuoLx5aUEi 507.76 5 442545.34665250 61.28999942
506 134425 134412 1636968732 MmdhT1XdVzApYtCSTMrbhbw7kHHnjopXX5g 500.99 5 443046.33665250 60.47281552
507 134444 134431 1636969309 MmR7STCsZ7v5J4CWPieyP72fdB1vHqQCnHj 505 5 443551.33665250 60.95684911
508 134483 134470 1636970420 MmacZ7Havvsahm883SNhivdywmxkzdtgiig 500 5 444051.33665250 60.35331595
509 134493 134480 1636970754 MmLQB7g7VsLxo882fL4iEtLTyMrzevoCMQA 500 5 444551.33665250 60.35331595
510 134499 134486 1636970909 MmUng4CfY4RV9mKiWUG9S9A6x8YRDmabBCy 501 5 445052.33665250 60.47402258
511 134511 134498 1636971139 MmM16UEtcrGqfUG2H3GmeSoFbN5huWa4ojR 500 5 445552.33665250 60.35331595
512 134520 134507 1636971325 Mma9a8FjeHqdb7iQKpnGzGMcFXDqMf19UmQ 502.598 5 446054.93465250 60.66691178
513 134528 134515 1636971485 MmYcg229AEtNdHB5BVpvvowkH6E4T2Cpmdh 500 5 446554.93465250 60.35331595
514 134578 134565 1636973191 MmWPhar7x4HRDBErUrYTLSbwQ4EAQHrziWs 500 5 447054.93465250 60.35331595
515 134587 134574 1636973503 Mmb9fgf1vydTBHqF18SfwaHhWJ7NjYMwAmL 500 5 447554.93465250 60.35331595
516 134643 134630 1636975223 MmfPRsX5kz6n1dsn7UG18Qjz5sT6JVM4Bzs 3500 5 451054.93465250 422.47321169
517 134668 134655 1636975862 MmQAZKaZRw6qzC3a3GGAsfiH7CZCzznB67t 150 5 451204.93465250 18.10599478
518 134672 134659 1636976014 MmRMc4j2pKFiWbUaTh8fg6TKj1u5ZCZZxCv 500.6 5 451705.53465250 60.42573993
519 134675 134661 1636976096 MmZAuxsoFaA42FRXx3kdJ8FqsjKTUhHGJji 500.199 5 452205.73365250 60.37733657
520 134682 134668 1636976268 MmYDZPsU46p9wLHJbAf1fpfszADyiahU1w6 500 5 452705.73365250 60.35331595
521 134702 134688 1636976706 MmRw2FxsrWXMiFV8h2QmeMakteJ7jvAz2HB 500 5 453205.73365250 60.35331595
522 134713 134699 1636977107 MmeF8Tk8EbyEySUynsMHx9PJuts6vVtjvK2 400 5 453605.73365250 48.28265276
523 134761 134747 1636978684 MmekQyH1HUpVWBLivdzRRoSr9ikaTsejppo 1002 5 454607.73365250 120.94804517
524 134894 134880 1636982649 Mmdk1NP19WeYh5ejeGsizroWQ8T4tY49B2R 501 5 455108.73365250 60.47402258
525 134949 134935 1636984395 MmTmFpejdi4PZPe2wdtiGPSHKAmJPKh24P1 504 5 455612.73365250 60.83614248
526 134953 134939 1636984545 MmXT3Vi5x9FLsAWWrXajdxuNVSWpPQSQGAc 504 5 456116.73365250 60.83614248
527 134993 134979 1636985668 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 5000 5 461116.73365250 603.53315957
528 134998 134984 1636985812 MmRyEs1WjWA6FZqAS1bcVGCftguqCcdVCsu 500 5 461616.73365250 60.35331595
529 135000 134986 1636985904 MmZv4fpJeoVeRr7S5n34UmZNatLWu1usqem 499.999 5 462116.73265250 60.35319525
530 135010 134996 1636986328 Mmgxc4THDyqyjN4ijCWb7MM3sMoriXG3TTL 504 5 462620.73265250 60.83614248
531 135051 135037 1636987880 MmMau4EhdL2EJ3MSzguhs5prENQLJN3zbBG 500 5 463120.73265250 60.35331595
532 135101 135087 1636989347 MmLnZ3DFsjBLjsGH7PnubRX32J99xS2yGAj 500.5 5 463621.23265250 60.41366927
533 135719 135705 1637007989 MmeFSkDfiY76fqEKmdMjNumPCmxU7q7xQRX 500 5 464121.23265250 60.35331595
534 136179 136165 1637021590 MmiuCjM6wJzuXdGYeFyiv2tMauk3HYRBvuu 500 5 464621.23265250 60.35331595
535 136254 136240 1637023661 MmZmumg8Jp7mzFNNcRZ1kWvrkyufBotP1VU 499.99 5 465121.22265250 60.35210889
536 136325 136311 1637026014 MmSaCzzrE5e33C7cffSjHcWYaLbbtLj61M4 500 5 465621.22265250 60.35331595
537 136388 136374 1637027911 MmYS3Mwa6bn7Y9E7gscYQX1JKfHMacNM3Dx 1000 5 466621.22265250 120.70663191
538 136703 136689 1637036794 Mmi6fpgtWvWHZmpyyhhLvD2Pr4d3qwRngk8 500 5 467121.22265250 60.35331595
539 136908 136894 1637043649 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 1000 5 468121.22265250 120.70663191
540 136949 136935 1637044663 MmNRaizQvV9pgP8pBaKo9ZbUhmNFRMBYYHq 1000.09 5 469121.31265250 120.71749551
541 137534 137520 1637062541 MmNeCfYHCoucwjKFzLVSU9HPemGqYhZjq4Q 292 5 469413.31265250 35.24633651
542 137637 137623 1637065589 MmiFN1oH8urXTencsxWPLCLAAYHTndTczzg 13000 5 482413.31265250 1569.18621488
543 137819 137805 1637071135 MmYcg229AEtNdHB5BVpvvowkH6E4T2Cpmdh 500 5 482913.31265250 60.35331595
544 139229 139215 1637113292 MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5 300 5 483213.31265250 36.21198957
545 139259 139245 1637113954 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 508 5 483721.31265250 61.31896901
546 139261 139247 1637114020 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 498 5 484219.31265250 60.11190269
547 139292 139278 1637115095 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 484269.31265250 6.03533159
548 139308 139294 1637115437 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 40 5 484309.31265250 4.82826527
549 139313 139299 1637115588 MmfjZzMqKdAGtcb9Jze9pVrfcmBApUpurUx 500 5 484809.31265250 60.35331595
550 139614 139600 1637124564 MmhWjdm7RkUGtUXk8CEkH3KxaDwJs9WWpv8 532 5 485341.31265250 64.21592817
551 139620 139606 1637124639 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 200 5 485541.31265250 24.14132638
552 139684 139670 1637126490 MmP4xhitsu4J6dDrAs7afmznotBX4aCu3wR 500 5 486041.31265250 60.35331595
553 139954 139940 1637135007 MmdDeawW871hi5QfrC1C2E42n8fUKUx4YR7 500 5 486541.31265250 60.35331595
554 140072 140058 1637138819 MmhSY9MqgESatu6sVBRgVoCkkeTM9dMw4ur 0.09 5 486541.40265250 0.01086359
555 141175 141161 1637171481 Mmc3SKqDmGZqaKLdUYE6S6ufkJsorX4wf6U 1000 5 487541.40265250 120.70663191
556 142441 142427 1637209558 Mmh3xZsFpXr2w5kuy6WQdEyUimQnhqDvHKs 2000 5 489541.40265250 241.41326382
557 142469 142455 1637210476 MmcHgekuBRYxMHKKici6Wo9FxbBukhjvXsN 63 5 489604.40265250 7.60451781
558 142492 142478 1637211111 MmTQUTeB4BMT1YSiBZTYzsXamAhMetrjqqF 45 5 489649.40265250 5.43179843
559 142506 142492 1637211433 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 1000 5 490649.40265250 120.70663191
560 143652 143637 1637246893 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 25 5 490674.40265250 3.01766579
561 145386 145370 1637299084 MmUoK7TCKdzfZLNGZggxaMhDdhuDs4w6Gdf 501 5 491175.40265250 60.47402258
562 145390 145374 1637299208 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 500 5 491675.40265250 60.35331595
563 145400 145384 1637299369 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 500 5 492175.40265250 60.35331595
564 145489 145473 1637302357 MmN3naE5eGGaveXQxvgWs3mnwDvSegyUeey 1000 5 493175.40265250 120.70663191
565 146174 146157 1637322407 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 3.84 5 493179.24265250 0.46351346
566 146593 146576 1637335090 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 3500 5 496679.24265250 422.47321169
567 147556 147538 1637364018 MmXVh9DwBGxDKjrm7pSCNxS7V61wDeeNBGG 499.5 5 497178.74265250 60.29296264
568 147811 147792 1637371625 MmecJbb7kuyfrBqMiU5ReLbNAT5VmSs4Ma3 500 5 497678.74265250 60.35331595
569 148056 148037 1637379198 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 497728.74265250 6.03533159
570 148123 148104 1637381362 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 2000 5 499728.74265250 241.41326382
571 148194 148175 1637383551 MmdeKjB16Y6Z3A5JyD4CFU3ciVDMk4CXt1J 500 5 500228.74265250 60.35331595
572 148356 148333 1637387684 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 16 5 500244.74265250 1.93130611
573 148397 148374 1637388669 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 5 500745.74265250 60.47402258
574 148444 148421 1637390365 MmecJbb7kuyfrBqMiU5ReLbNAT5VmSs4Ma3 500 5 501245.74265250 60.35331595
575 148774 148750 1637400724 MmbWS3CimuWwveKfhToxEMyUdHHjbXgSFvb 500 5 501745.74265250 60.35331595
576 149874 149850 1637433389 MmdZ3bookmK6uEwJ7xcsJAR1ghW8VCvX6ae 8 5 501753.74265250 0.96565305
