Number Order Height Timestamp Address Amount(Meer) TimeWeight TotalLockAmount(Meer) profit(Meer)
584 126190 126177 1636721126 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 30 5 469685.49239685 4.02390239
585 126211 126198 1636721597 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500 5 470185.49239685 67.06503990
586 126227 126214 1636721999 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500 5 470685.49239685 67.06503990
587 126232 126219 1636722133 Mmgty6UaEYTtFLp65JGiiGPFDhPjDM8rPvx 500 5 471185.49239685 67.06503990
588 126233 126220 1636722152 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500 5 471685.49239685 67.06503990
589 126239 126226 1636722318 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500 5 472185.49239685 67.06503990
590 126254 126241 1636722763 MmiVxMPeuuMSThZzXBf2P2XvfLzF4G9LRDY 501.99 5 472687.48239685 67.33195876
591 126265 126252 1636723219 MmNg1ZJEiyUe2BPLVT3E28wegaCjkaHgnPp 500 5 473187.48239685 67.06503990
592 126277 126264 1636723610 MmNP44S6T6HRehvKoT4vwxr7cAFMNVC7gaV 500 5 473687.48239685 67.06503990
593 126284 126271 1636723945 MmfJobikHpbo2fZnnr9ZhgdLFSgeWXh13x3 500 5 474187.48239685 67.06503990
594 126288 126275 1636724088 MmQBkButr8cj73td1Z8U94DaXe2dSMik2Hf 500 5 474687.48239685 67.06503990
595 126323 126310 1636725144 MmL1cgjYQLehFyVKBQf2u1CE4ETDbQijvGm 500 5 475187.48239685 67.06503990
596 126333 126320 1636725298 MmL1cgjYQLehFyVKBQf2u1CE4ETDbQijvGm 500 5 475687.48239685 67.06503990
597 126455 126442 1636728926 Mme5ZnNHzE9GVji2td6Y5x5exPkVDHLYb2Q 508 5 476195.48239685 68.13808054
598 126560 126547 1636732287 MmekQyH1HUpVWBLivdzRRoSr9ikaTsejppo 880 5 477075.48239685 118.03447024
599 127299 127286 1636754309 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 500 5 477575.48239685 67.06503990
600 127415 127402 1636758138 MmZgprUNSR1r6xrmx97i2v9TFCTnJchA2FZ 2 5 477577.48239685 0.26826015
601 127541 127528 1636762070 MmgMPvbacsoFqrZJcqhVm5aMSTVV5t3pVXB 500 5 478077.48239685 67.06503990
602 127993 127980 1636775470 MmLKknieo31c1zyhX1KyoYYWkjdQR8u6ER4 500 5 478577.48239685 67.06503990
603 128116 128103 1636779451 MmLXRs8JydQ839KGsJrQuBQCa9eqKVxKbbW 300.9992 5 478878.48159685 40.37304672
604 128179 128166 1636781372 MmNkqvsAXgRhqZat549yoDzFxeFjYc1AEhE 121 5 478999.48159685 16.22973965
605 128356 128343 1636785737 Mma74h9wEkuVVUnDqFMaWBMegn69jDsHa7z 1000 5 479999.48159685 134.13007981
606 128392 128379 1636787058 MmdDeawW871hi5QfrC1C2E42n8fUKUx4YR7 500 5 480499.48159685 67.06503990
607 128413 128400 1636787729 MmM16UEtcrGqfUG2H3GmeSoFbN5huWa4ojR 508 5 481007.48159685 68.13808054
608 128465 128452 1636789568 MmN22yEwfTsmHsSGxnq2WPKbYtqV4BZwqAA 501.85 5 481509.33159685 67.31318055
609 128610 128597 1636794056 MmhczbvAAGh9NkQt95XgaUtVSjCYjUGURv3 160 5 481669.33159685 21.46081277
610 128797 128784 1636799601 MmRdV7ikUvP2hJQicvaG5jFgFMDv2PbCVer 1000 5 482669.33159685 134.13007981
611 128861 128848 1636801920 MmVGKy7ACcUYvx51RMqA8iWHXhey2mKdXGP 1000 5 483669.33159685 134.13007981
612 129125 129112 1636809394 Mmgjobeaoa6vajrwUkA7SsRfe5QZCEpJWJG 2 5 483671.33159685 0.26826015
613 129414 129401 1636818410 MmiGVLbmtnCQMMPMZk9iLpLdMf2HQJ463GT 1000 5 484671.33159685 134.13007981
614 129493 129480 1636821043 Mmf6STbVjJEkPqeAeV4tGMWdu1o3KY7b9EY 1500 5 486171.33159685 201.19511972
615 130414 130401 1636847922 MmYXUoN6KbPxfXancShLc943yBozHd5Ddpc 500 5 486671.33159685 67.06503990
616 130731 130718 1636858251 MmPBN2K7dAKNQUSDYbam7FGojUMuDyHBUSk 1000 5 487671.33159685 134.13007981
617 130985 130972 1636865079 MmdxTHvShJwnFMoymwMKqiiPLgXKsefgU1p 990 5 488661.33159685 132.78877902
618 131064 131051 1636867740 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 500.9 5 489162.23159685 67.18575698
619 131072 131059 1636868080 MmPzhyFbmWPDzgA5DcTkq7CGdwcFgTzQyiM 0.2 5 489162.43159685 0.02682601
620 131087 131074 1636868550 MmZNd74kJmydovfGvrpiJ5pZX3kWNiRzENQ 549 5 489711.43159685 73.63741382
621 131096 131083 1636868950 MmakYAnUJfS5ccMXdCbT8QBQggHkdx7XUKF 500.05 5 490211.48159685 67.07174641
622 131152 131139 1636870405 MmbBqjdF3rQRUDZ1rW6qyb8Dcx7pf21uMxJ 500 5 490711.48159685 67.06503990
623 131224 131211 1636872511 MmZ4PhuEhJCC62utfqgNud6nRPKbpvVfLmn 595 5 491306.48159685 79.80739749
624 131518 131505 1636881263 MmNPgMZKZqGSNQ4saEHdHjD4KQQoBXCSMPh 506.99 5 491813.47159685 68.00260916
625 131596 131583 1636883828 MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8 2000 5 493813.47159685 268.26015963
626 131608 131595 1636884083 MmgfbNmjzzTHZfoDqsugtTpiNDdNEkcuj5N 1000 5 494813.47159685 134.13007981
627 131621 131608 1636884606 MmXd6ZkbsKqAq8CKw3icNHjsQ4FyBVpVjTb 1000 5 495813.47159685 134.13007981
628 131648 131635 1636885319 MmXd6ZkbsKqAq8CKw3icNHjsQ4FyBVpVjTb 2000 5 497813.47159685 268.26015963
629 131736 131723 1636887771 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 22.37 5 497835.84159685 3.00048988
630 132160 132147 1636900267 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 500 5 498335.84159685 67.06503990
631 132186 132173 1636901192 MmiJzXoLvoBZiiwMtWLbN2grHRZykRWyzNq 500 5 498835.84159685 67.06503990
632 132191 132178 1636901440 MmiJzXoLvoBZiiwMtWLbN2grHRZykRWyzNq 500 5 499335.84159685 67.06503990
633 132421 132408 1636908411 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 500 5 499835.84159685 67.06503990
634 132421 132408 1636908438 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 500 5 500335.84159685 67.06503990
635 132435 132422 1636908851 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 500 5 500835.84159685 67.06503990
636 137120 137106 1636937594 MmdUt3quMgwKJ2Kve36ZGqru2VMyoD5bfzF 1500 5 502335.84159685 201.19511972
637 137435 137421 1636937594 MmRpASScVnUtFNHUmUjgTfPrWXQFMKupTsm 500 5 502835.84159685 67.06503990
638 138785 138771 1636937594 MmYYBxhPnd6UNrKy7hjHVHjFMLxMPhofKad 200 5 503035.84159685 26.82601596
639 137113 137099 1636937594 MmbEEDc4pvSD4oUBWVYFHKmpxhC9fcmWXs6 301 5 503336.84159685 40.37315402
640 139218 139204 1636937594 MmZzcJGdVE6atW8RSu3KnnBHEZMLqTVh5TF 500 5 503836.84159685 67.06503990
641 133441 133428 1636939054 MmPNBS97azTNu6GPvZPhpQZSpBvz4ARb8AU 500 5 504336.84159685 67.06503990
642 133506 133493 1636940791 MmQhBVbUHpe3s86ZKeUp7QMvpxNan1TYErJ 500 5 504836.84159685 67.06503990
643 133523 133510 1636941307 MmVi1mYcA5efyGV1eB1UnAxcF6EhPMwnAdY 1500 5 506336.84159685 201.19511972
644 133542 133529 1636941833 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 500 5 506836.84159685 67.06503990
645 133551 133538 1636942458 MmSrFiaWL6zZJwKVgdcddKZ9N75ZReXBHxV 500 5 507336.84159685 67.06503990
646 133663 133650 1636946019 MmUmmioxptBBkYgLhBKgPdKJN4ra58FZGQB 98 5 507434.84159685 13.14474782
647 133686 133673 1636946511 MmS2z9EZytZGw4iKnTJaPUCfSFfEixjDsip 503 5 507937.84159685 67.46743014
648 133789 133776 1636949411 MmhtDk5pZsuSWiDys29zcr69A1CG7Foor4t 500 5 508437.84159685 67.06503990
649 133791 133778 1636949421 MmRVVBWNn2td24Lp4yPwd5w9peqNfxZBVWn 500 5 508937.84159685 67.06503990
650 133800 133787 1636949470 MmPhHRg9VFbPZrTjNnAD1rJZsB5SbkDxLeU 1000 5 509937.84159685 134.13007981
651 133807 133794 1636949658 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 1000 5 510937.84159685 134.13007981
652 133858 133845 1636951553 MmLephTaokmymR9ug7eH5JohRdNw4uXiie6 501 5 511438.84159685 67.19916998
653 134076 134063 1636958852 MmiYMHTvEfVzdRdqTdQe4jRvEhtzT7vEG4j 508 5 511946.84159685 68.13808054
654 134173 134160 1636961302 Mma9ezvbzSYNLEXPasWokx1GaoDtUNe1682 95.32 5 512042.16159685 12.78527920
655 134195 134182 1636961877 Mmak87EB5PibEwL3sM8habvYDHMinRFfzCS 500 5 512542.16159685 67.06503990
656 134222 134209 1636962336 MmQx3Y8e4zxzhyUFvS2SZ6ZFKhfuEjAKAZg 503 5 513045.16159685 67.46743014
657 134224 134211 1636962542 MmX9p6gMrVJUoQvsnG8qXi8R82MGfXZxcQR 500 5 513545.16159685 67.06503990
658 134241 134228 1636963065 MmZt9XCYELyaK2areQUR799Na3Z9nLZ6nLp 500 5 514045.16159685 67.06503990
659 134248 134235 1636963294 MmdoZUudBqj2JYbg83CeDAx34U16egevfFM 500 5 514545.16159685 67.06503990
660 134250 134237 1636963361 MmWYwoGKuYYdwxSqarkcLxrihAfthcfNdDm 500 5 515045.16159685 67.06503990
661 134312 134299 1636965243 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 1000 5 516045.16159685 134.13007981
662 134317 134304 1636965483 MmMZFPMZ3KYMzj6EXQjckQvKqz3SC6t4vDF 500 5 516545.16159685 67.06503990
663 134317 134304 1636965496 MmgUm3ratGg6gaRNT44tzPEaD4oTYM9YrWQ 500 5 517045.16159685 67.06503990
664 134358 134345 1636966585 MmRkGkzAtXoyYuP1kvCfxXPk5pGgPgfeKGQ 500 5 517545.16159685 67.06503990
665 134412 134399 1636968067 MmfphQb98q2FnvNxyzs3mTBVkDHPPZaeBY9 508 5 518053.16159685 68.13808054
666 134483 134470 1636970396 Mmh2aiaknUidEvrHESCdTG6ZgGjjrMoo745 518 5 518571.16159685 69.47938134
667 134555 134542 1636972330 Mmgx4eg6saT2ovSytCBDG4XxdqijDrXpYuM 500 5 519071.16159685 67.06503990
668 134558 134545 1636972558 Mmgx4eg6saT2ovSytCBDG4XxdqijDrXpYuM 500 5 519571.16159685 67.06503990
669 134638 134625 1636975120 MmVgDUz3vq7xaLq8jYStQT8yNJbhkmp96k1 500 5 520071.16159685 67.06503990
670 134642 134629 1636975197 MmQAZKaZRw6qzC3a3GGAsfiH7CZCzznB67t 150 5 520221.16159685 20.11951197
671 134671 134658 1636975925 MmTyc8D2yi6ELww3TcQGU38wpEDWLz1w3wQ 1500 5 521721.16159685 201.19511972
672 134746 134732 1636978218 MmLmALtdu15hVzn9zpXN18rrw1RPfNsJ2mW 95.32 5 521816.48159685 12.78527920
673 134756 134742 1636978514 MmLmALtdu15hVzn9zpXN18rrw1RPfNsJ2mW 95.37 5 521911.85159685 12.79198571
674 134758 134744 1636978603 MmhzXG5PuEdkjJ2gawVfAyVVLS13YQ6y7vp 500 5 522411.85159685 67.06503990
675 135092 135078 1636989063 MmMmBbMWsJGbYQxvra9zSVz9d34Q4E4QtPE 1000 5 523411.85159685 134.13007981
676 135257 135243 1636993649 MmbgHv2hN1xEEAYkFbgF2u3ZH1TU4sPtkDE 500 5 523911.85159685 67.06503990
677 136209 136195 1637022386 MmNKAspy57ymRTy1jETheJ12nyZvcsJwTp5 501 5 524412.85159685 67.19916998
678 136592 136578 1637033423 MmNTxRXAd628P7XfR8X9RogDfWgsguVB4ba 500 5 524912.85159685 67.06503990
679 137040 137026 1637047392 MmXiUWVkmbeh2QBjsHZHqNAfh29d7efs3qN 61.99 5 524974.84159685 8.31472364
680 137263 137249 1637054216 MmRe5sb6Hgt2cpft7ds32eSHDxFeLYkGRPK 500 5 525474.84159685 67.06503990
681 139237 139223 1637113468 MmeFSkDfiY76fqEKmdMjNumPCmxU7q7xQRX 100 5 525574.84159685 13.41300798
682 139376 139362 1637117960 MmYonK3ezWPBcbKstYKdF3dkdKWt54YZry4 100 5 525674.84159685 13.41300798
683 139381 139367 1637118078 MmYonK3ezWPBcbKstYKdF3dkdKWt54YZry4 90 5 525764.84159685 12.07170718
684 139447 139433 1637120680 MmN81H1CfdjaUri5n9BL4gAkYT6uaZ1DcJQ 500 5 526264.84159685 67.06503990
685 139676 139662 1637126343 MmP4xhitsu4J6dDrAs7afmznotBX4aCu3wR 180 5 526444.84159685 24.14341436
686 139771 139757 1637129464 Mma88PiYEawjsvaY4VjiyJZxM3qyf1aFs1M 0.999 5 526445.84059685 0.13399594
687 140179 140165 1637141515 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 10.79 5 526456.63059685 1.44726356
688 140949 140935 1637165213 MmPasNFu2h1zKTs4oDLauPq1FKv9pkKDgdY 50 5 526506.63059685 6.70650399
689 143652 143637 1637246873 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 25 5 526531.63059685 3.35325199
690 145405 145389 1637299536 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 460 5 526991.63059685 61.69983671
691 145879 145862 1637313844 MmiRuNuV3KPY3tjtNMLxEsC3VfTPVe7v7wv 500 5 527491.63059685 67.06503990
692 145902 145885 1637314806 MmMYyFhPcUtLCTSG11ywRaGq7CXFHp6Y5RX 500 5 527991.63059685 67.06503990
693 145941 145924 1637316124 Mmd1atJj7xbG6HsA4SB4fqsU54hfw67VeWu 7500 5 535491.63059685 1005.97559863
694 146504 146487 1637332558 MmTHpdZJg9TA2kRV7fDCygyoWCwePnRaYMP 1500 5 536991.63059685 201.19511972
695 147706 147687 1637369035 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 1000 5 537991.63059685 134.13007981
696 147984 147965 1637376276 MmfLUATJWbPVedtnFwK7tWbPfEnw1aChKth 0.99 5 537992.62059685 0.13278877
697 148056 148037 1637379178 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 538042.62059685 6.70650399
698 148421 148398 1637389492 MmbWS3CimuWwveKfhToxEMyUdHHjbXgSFvb 500 5 538542.62059685 67.06503990
699 150123 150099 1637440979 MmdJaFV2ajr64kAL4V1Qt9txHrX2yg5fzNL 300 5 538842.62059685 40.23902394
700 150820 150795 1637462113 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1500 5 540342.62059685 201.19511972
701 150840 150815 1637462451 MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY 200 5 540542.62059685 26.82601596
702 150896 150870 1637463778 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1000 5 541542.62059685 134.13007981
703 151275 151241 1637475192 MmSBoy37jGkkMTE1sk7L9KfVqrFm8khf71W 50 5 541592.62059685 6.70650399
704 151287 151253 1637475397 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 4500 5 546092.62059685 603.58535918
705 151382 151347 1637478276 MmKxvwKiG86cCxZ145TEGQkbnfeXi1G7LPY 500 5 546592.62059685 67.06503990
706 151542 151507 1637482976 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1000 5 547592.62059685 134.13007981
707 152221 152174 1637503820 MmLYRMBvFyAoyrgVnFy2VqGbXToErqGSofY 503 5 548095.62059685 67.46743014
708 153622 153574 1637545874 Mmd66KYj7PgEvjwtySSNPP8ku9eTWy6RoPw 8.9 5 548104.52059685 1.19375771
709 153679 153631 1637547843 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 500 5 548604.52059685 67.06503990
710 153690 153642 1637548211 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 500 5 549104.52059685 67.06503990
711 154023 153975 1637558033 Mmd1atJj7xbG6HsA4SB4fqsU54hfw67VeWu 2500 5 551604.52059685 335.32519954
712 154359 154310 1637567789 MmdhXZZaQTZirU3jxGu41snupSW83VEnegJ 1000 5 552604.52059685 134.13007981
713 154397 154348 1637568777 MmQ32FUbTFAxj8gZS5AToSwsbHqEYA3anYK 205 5 552809.52059685 27.49666636
714 154410 154361 1637569177 MmLixvJUufpqjNtMCoEfo2pe2R1r7Pz1inA 500 5 553309.52059685 67.06503990
715 154413 154364 1637569327 MmLixvJUufpqjNtMCoEfo2pe2R1r7Pz1inA 499 5 553808.52059685 66.93090982
716 154484 154435 1637571664 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 553858.52059685 6.70650399
717 155060 155008 1637588518 MmKyXQezZsz2MfHfojkJeuxhPKd2Cyy96L6 499 5 554357.52059685 66.93090982
718 155098 155045 1637589892 MmQ3RFahCMqY56WuUWRcMtePj9tE4VAPnGC 701 5 555058.52059685 94.02518595
719 155098 155045 1637589913 MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8 1000 5 556058.52059685 134.13007981
720 156854 156791 1637642511 MmbhCniCvjrGpq7UXPkrkY1jMM7vjUCng8Z 1000 5 557058.52059685 134.13007981
721 157621 157550 1637665427 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 5 557558.52059685 67.06503990
722 157635 157563 1637665811 MmhJC82kZq3EQxJQCqTwdx1caKg4FJS1XS4 500 5 558058.52059685 67.06503990
723 158136 158053 1637680483 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 110 5 558168.52059685 14.75430878
724 158755 158670 1637698637 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 50 5 558218.52059685 6.70650399
725 159452 159364 1637719795 MmL3Uqm518c8drKma4VjmhRkwr6XBqpdzgX 400 5 558618.52059685 53.65203192
726 159624 159534 1637724705 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 21 5 558639.52059685 2.81673167
727 159811 159719 1637730941 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 10000 5 568639.52059685 1341.30079818
728 159847 159753 1637731890 MmiJzXoLvoBZiiwMtWLbN2grHRZykRWyzNq 503 5 569142.52059685 67.46743014
729 159936 159839 1637734642 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1500 5 570642.52059685 201.19511972
730 160378 160276 1637747386 MmQcg16q1K712MJfpJbFf4tcnmf6AoRFmkr 500 5 571142.52059685 67.06503990
731 160391 160289 1637747922 MmcqUdddn8xQyTgVs6HdUFab9qYiMA8tRKd 3500 5 574642.52059685 469.45527936
732 160946 160832 1637764246 MmagHgRPFvxgrSDLBT7w3QmiZmNTuS3nNSr 501 5 575143.52059685 67.19916998
733 160978 160863 1637765144 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 500 5 575643.52059685 67.06503990
734 160983 160868 1637765273 MmSXTLNDuyNULDhhzb3JoxgJMjDtGSfGjER 500 5 576143.52059685 67.06503990
735 161006 160890 1637765805 MmgqW999BEJQG4TgnpLQQghmM1NVVJWsjVy 500 5 576643.52059685 67.06503990
736 161013 160897 1637766067 MmgqW999BEJQG4TgnpLQQghmM1NVVJWsjVy 500 5 577143.52059685 67.06503990
737 161080 160960 1637767998 MmgqW999BEJQG4TgnpLQQghmM1NVVJWsjVy 32.99 5 577176.51059685 4.42495133
738 162837 162691 1637820523 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 26 5 577202.51059685 3.48738207
739 162980 162830 1637824302 Mmd1atJj7xbG6HsA4SB4fqsU54hfw67VeWu 2500 5 579702.51059685 335.32519954
740 162989 162838 1637824597 MmMWDWRbeut8waLjn17rPcBKHCw45PgJhKA 501.05 5 580203.56059685 67.20587649
741 163269 163116 1637832809 MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j 662 5 580865.56059685 88.79411283
742 163705 163545 1637845261 MmNHbUkUiSM6KsTHCMb4TjLknXNrGoiRSL1 499.99 5 581365.55059685 67.06369860
743 163763 163602 1637847182 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 1500 5 582865.55059685 201.19511972
744 163868 163706 1637849967 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 261.19 5 583126.74059685 35.03343554
745 164661 164495 1637874088 MmNL3fqDmxo89C1eMTp5zfWPmmVJG87z32t 6 5 583132.74059685 0.80478047
746 164994 164828 1637883858 MmazENqv1mU9sy3C3VgKNUiVKAi2ewyZWiE 500 5 583632.74059685 67.06503990
747 165008 164842 1637884389 MmdnaBSvJbfhcbmsh59d8udBwWr7h2XDT75 15 5 583647.74059685 2.01195119
748 165035 164868 1637885305 Mmb9G5Psxcs587Hq4BgZT3P4ZbTmXQdyQi3 500 5 584147.74059685 67.06503990
749 165165 164998 1637889030 MmRQhCtZEgr1dksnbzHrEP2GVHrqhyb92wG 200 5 584347.74059685 26.82601596
750 165344 165175 1637894512 MmQa7vRR2oLe9ZY8M6vShPKJ8hxbYiM1fzQ 500 5 584847.74059685 67.06503990
751 165403 165234 1637895962 MmfPUMAMqpVw1425PJkFrV8pCjXKmBJA7gS 500 5 585347.74059685 67.06503990
752 165894 165716 1637910619 MmhzXG5PuEdkjJ2gawVfAyVVLS13YQ6y7vp 1506 5 586853.74059685 201.99990020
753 165934 165755 1637911525 MmWyX9HSReAQneGvjg2QT3uJzANcvexSHGP 500 5 587353.74059685 67.06503990
754 165941 165762 1637911661 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 100 5 587453.74059685 13.41300798
755 166017 165835 1637913690 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 200 5 587653.74059685 26.82601596
756 166114 165932 1637916948 MmeAb38feDmcsVYqTSAHujxdh1Rw4jzZZzV 500 5 588153.74059685 67.06503990
757 166272 166088 1637921887 MmaHf7YgjMZD5f98iqPrtTQJaenAYU6hU5C 300 5 588453.74059685 40.23902394
758 166547 166360 1637929317 MmWWaWGbqkF1jnachSEo73unff3qbJJc6oL 127 5 588580.74059685 17.03452013
759 166920 166730 1637940829 MmcHgekuBRYxMHKKici6Wo9FxbBukhjvXsN 50 5 588630.74059685 6.70650399
760 168546 168346 1637990435 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 130 5 588760.74059685 17.43691037
761 169096 168885 1638005769 MmTcWSYjy6UeZHjR5mvWSLHfoTPvKxDdcQ5 300 5 589060.74059685 40.23902394
762 169149 168934 1638007434 MmWn8iDiNAUHyNrwZ9M2NNrNVpbwYa9My4T 10 5 589070.74059685 1.34130079
763 169257 169041 1638010124 MmfBgxzmosTSJekNYzQ9x85qed7FgT1AFYt 2.9 5 589073.64059685 0.38897723
764 169356 169140 1638012919 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 10.6 5 589084.24059685 1.42177884
765 170662 170434 1638052410 MmiDCmvQrSUtuc2Y2yt4ZfRYfXzcKDet5CV 800 5 589884.24059685 107.30406385
766 170671 170442 1638052702 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 700 5 590584.24059685 93.89105587
767 171294 171058 1638070962 MmNQikJ8MyP438RNxZLoCNBbYRMy2hXvsYU 150 5 590734.24059685 20.11951197
768 171688 171446 1638083369 MmPasNFu2h1zKTs4oDLauPq1FKv9pkKDgdY 50.74 5 590784.98059685 6.80576024
769 171752 171510 1638085174 MmcRuyxwEhepu1BxMqmXGtNwQynWjAfKXHY 100 5 590884.98059685 13.41300798
770 172401 172140 1638103722 MmYi8hbQgRuETCeiAbjrCK5KP93bEPEMf6g 2000 5 592884.98059685 268.26015963
771 172659 172394 1638110582 MmgMtHR4vD9uCQm18yMCN2CJuBnGVBXQhzN 500 5 593384.98059685 67.06503990
772 172662 172397 1638111333 MmLiUeVuXFi8QB42W5ivcWmGDvEBKtCzikM 105 5 593489.98059685 14.08365838
773 172699 172434 1638112681 MmQJAAahF81YdST6i5vkUiSKhtnsTJtpRWz 7000 5 600489.98059685 938.91055872
774 172717 172452 1638113366 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 10 5 600499.98059685 1.34130079
775 173434 173166 1638136093 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 1000 5 601499.98059685 134.13007981
776 174071 173799 1638154867 MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 200 5 601699.98059685 26.82601596
777 174093 173819 1638155379 MmZmBgsAELGUC1F6wn5jDC6h9HghKCCFphJ 250 5 601949.98059685 33.53251995
778 174359 174078 1638162968 MmTTG8NT2oL4k9Gq62qWqn2G7fTf1RfU1LC 200 5 602149.98059685 26.82601596
779 174453 174166 1638165624 MmWoE96zsR74Zc9UA1ga1GtafMESbXztgpz 13 5 602162.98059685 1.74369103
780 174484 174197 1638166366 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 300 5 602462.98059685 40.23902394
781 174752 174448 1638173665 MmRkXg5qgLu2CcjKVLSvEHWY29FmY3iAkAM 800 5 603262.98059685 107.30406385
782 174921 174609 1638178266 MmLJ3z2z5uMrvKejdtivNax3kdU81Go1DMP 1000 5 604262.98059685 134.13007981
783 175117 174796 1638184089 MmgMtHR4vD9uCQm18yMCN2CJuBnGVBXQhzN 500 5 604762.98059685 67.06503990
784 176722 176380 1638231941 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 90 5 604852.98059685 12.07170718
785 176744 176400 1638232762 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 500 5 605352.98059685 67.06503990
786 176907 176559 1638237100 MmX5a4NG8SJKTyPrMeUtXAX1s8j6ZhCmm7J 400 5 605752.98059685 53.65203192
787 177204 176842 1638246000 MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr 590 5 606342.98059685 79.13674709
788 177232 176869 1638246646 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 350 5 606692.98059685 46.94552793
789 177403 177029 1638250996 MmbyzgUMHJeiHfhgUWpghdKpUDb7DkyXRqt 1000 5 607692.98059685 134.13007981
790 177480 177104 1638253392 Mmd1atJj7xbG6HsA4SB4fqsU54hfw67VeWu 2500 5 610192.98059685 335.32519954
791 178164 177736 1638271596 MmPnWZw83eqTZ3CHkSp2HpDkFC8eRkPVvbd 456.9997 5 610649.98029685 61.29740623
792 178175 177747 1638272007 MmVgphtxfoRUF8u5Nf67Hw7HRxMgCikGj4f 501 5 611150.98029685 67.19916998
793 178580 178100 1638283278 MmRfFzZ9GGF8qzQj59tPVDGmGKwkbVExxdd 100 5 611250.98029685 13.41300798
794 178595 178113 1638283765 MmMmBbMWsJGbYQxvra9zSVz9d34Q4E4QtPE 1000 5 612250.98029685 134.13007981
795 180016 179469 1638324167 MmXibkAdsoPqwVbRfFyXtGQW9FTVYpKfZt5 500 5 612750.98029685 67.06503990
796 180020 179473 1638324325 MmiJXHQqfMh2mbSJ9ChC2xdzinx9sm7NFgM 5 5 612755.98029685 0.67065039
797 180060 179508 1638325313 MmeiXa6QCgXPFxJS1n2RkxNf4zYTfcyPfYd 500 5 613255.98029685 67.06503990
798 180080 179526 1638325870 MmXgJFd9FCrZd7YvNMvxi53Cof4FkcuhDAK 500 5 613755.98029685 67.06503990
799 180231 179652 1638329717 MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 6 5 613761.98029685 0.80478047
