Number Order Height Address Amount(Meer) ComProfit(Meer)
2208 520211 470996 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 1500.00000000 173.65947382
2209 521728 472133 Mme7z8T5SokQEpDNddHSQTRNtbcYuNySD8w 3000.00000000 347.31894765
2210 521751 472150 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 287.00000000 33.22684599
2211 521836 472210 MmWTpvy4CCGsJrqMx4jquAz4sTiyZ3deDiE 50000.00000000 5788.64912750
2212 522391 472645 MmRT1ETSjCg8g6rATzMNMPGMcGJuWKz7h6N 7598.00000000 879.64312141
2213 522445 472687 MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ 2000.00000000 231.54596510
2214 522957 473065 MmYi8hbQgRuETCeiAbjrCK5KP93bEPEMf6g 120.00000000 13.89275790
2215 522965 473069 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 1167.00000000 135.10707063
2216 523125 473177 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 100.00000000 11.57729825
2217 523208 473248 MmMmnYzoewpcjkcKJtztNQzU4T3vhfd7XeA 3000.00000000 347.31894765
2218 524356 474094 Mma6BZfQqe63WhEQ8gUGmPCNMxBQyB5PSUM 249.00000000 28.82747265
2219 525147 474709 MmNEV2o7MMwF3MZGuwsWiVycV9C5bs5bMi7 200.00000000 23.15459651
2220 525293 474836 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 33.00000000 3.82050842
2221 525372 474903 MmNMy1AAAjceXTZMp4KTBhk8upSgfkcerXT 100.00000000 11.57729825
2222 525622 475107 MmhbU4qoj3tabg7XkENevyrFxqCmZPLF9Cc 200.00000000 23.15459651
2223 525625 475108 Mmet4yK7mcjgxSauQN9cwvuYQJsVAJ2dkJb 253.00000000 29.29056458
2224 525667 475144 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 296.00000000 34.26880283
2225 525823 475267 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 50.00000000 5.78864912
2226 526029 475418 MmhTJ8XmAC33m2wCa1wgQg7BT4SBsBxPyFM 4487.50000000 519.53125919
2227 526029 475418 MmXiUWVkmbeh2QBjsHZHqNAfh29d7efs3qN 431.00000000 49.89815547
2228 526102 475468 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 14.00000000 1.62082175
2229 526760 475950 Mmf5eaSZFivug2NVySTG7Aj5DWB6vnpHnAR 470.00000000 54.41330179
2230 526780 475967 MmKpvBd8UzofZeddniXYmiT2E5iNEniVYVy 888.00000000 102.80640850
2231 526819 475996 MmZv4fpJeoVeRr7S5n34UmZNatLWu1usqem 585.00000000 67.72719479
2232 527211 476295 MmXJAhGMisGsirRgbyrpJrK9kncqWgYMfmW 999.00000000 115.65720956
2233 527314 476382 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2234 527394 476447 MmX5sTQABQa7g7PzpHzt51ddnE1bK9D1W1H 1100.00000000 127.35028080
2235 527452 476497 MmQ33V3wkW6RqZgF6VVLqQK7pMLtRvUsz6b 1000.00000000 115.77298255
2236 528623 477372 MmgMPvbacsoFqrZJcqhVm5aMSTVV5t3pVXB 178.00000000 20.60759089
2237 528634 477379 MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 1000.00000000 115.77298255
2238 528931 477613 MmQLA1CGoW6kSuW6BE3Q9KM5PxDmEK1iyLz 200.00000000 23.15459651
2239 528939 477620 MmPNBS97azTNu6GPvZPhpQZSpBvz4ARb8AU 500.00000000 57.88649127
2240 529064 477720 MmSmuexLnCnnDmCWX32dH5VTzB8dEzXTSjR 3000.00000000 347.31894765
2241 529242 477854 MmR7STCsZ7v5J4CWPieyP72fdB1vHqQCnHj 200.00000000 23.15459651
2242 529327 477917 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 274.00000000 31.72179721
2243 529785 478304 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 14.00000000 1.62082175
2244 529945 478439 MmbBhxR9DNsTAxSb9fkeza31LSpVt6p8kba 20000.00000000 2315.45965100
2245 530050 478517 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 8996.00000000 1041.49375102
2246 530214 478636 MmT6xpPSkQn1vr6hzJAp52MTZeK7foE9kvC 2.90000000 0.33574164
2247 530217 478638 MmLiUeVuXFi8QB42W5ivcWmGDvEBKtCzikM 462.00000000 53.48711793
2248 530251 478665 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 32.00000000 3.70473544
2249 530774 479056 MmWSXnMoxiZuma4D7TYpQZ6uLFYpiXa8c8X 54.00000000 6.25174105
2250 531121 479325 MmLRxoESzTnUgT1pCs6MWx7zdAE4irDVXi6 50.00000000 5.78864912
2251 532884 480669 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 301.00000000 34.84766774
2252 532995 480755 MmW3JBbvN31ZqjuV4B2HcPKaW1fzWKPE6ct 2000.00000000 231.54596510
2253 533213 480926 MmRPGSpUighToTg2zrzR2ar4x2ftYHP9SxE 3200.00000000 370.47354416
2254 533235 480947 Mme7z8T5SokQEpDNddHSQTRNtbcYuNySD8w 7000.00000000 810.41087785
2255 533696 481293 MmTE5bDiVxpAxhHpRAbHDusaZ5N6gQjnWm3 5000.00000000 578.86491275
2256 534455 481888 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2257 534531 481949 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 400.00000000 46.30919302
2258 534745 482100 MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK 2000.00000000 231.54596510
2259 534753 482105 MmZZrFF58WPWUiJYtPoQoV3LdP1iv78waF4 524.00000000 60.66504285
2260 535948 483053 MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr 170.00000000 19.68140703
2261 536002 483096 Mma4U6gsAyEPbboGvoy7YejAUxWsoFvEdy1 125.00000000 14.47162281
2262 536178 483241 MmcAXiANTNbPppzvzt146E75sxEfKKoSear 2000.00000000 231.54596510
2263 536340 483379 MmauCetHrbAAsXYANpueWSTmvTstN8WdeDH 900.00000000 104.19568429
2264 536571 483565 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 1000.00000000 115.77298255
2265 537180 484039 Mmf5eaSZFivug2NVySTG7Aj5DWB6vnpHnAR 486.00000000 56.26566951
2266 537411 484221 MmcofkiU5V4hMANBEXVVAsrEBBBLbCcbhvB 100.00000000 11.57729825
2267 537699 484417 MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 1000.00000000 115.77298255
2268 537943 484586 MmLmALtdu15hVzn9zpXN18rrw1RPfNsJ2mW 92.00000000 10.65111439
2269 537974 484605 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 500.00000000 57.88649127
2270 538071 484672 MmXbB5UaRtGZXUkd54jXcz9J2BaNTF9VXQq 63.00000000 7.29369790
2271 538119 484710 MmeFSkDfiY76fqEKmdMjNumPCmxU7q7xQRX 500.00000000 57.88649127
2272 538623 485062 Mmet4yK7mcjgxSauQN9cwvuYQJsVAJ2dkJb 1000.00000000 115.77298255
2273 538694 485109 MmcAeVfCvuctkewkDxzUdwXcAHxqSwDDzxo 7000.00000000 810.41087785
2274 538765 485166 MmLFk5b39dDpPjw7B6Pj9D5RDwAa8Lbz9Px 153.00000000 17.71326633
2275 538911 485279 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 324.00000000 37.51044634
2276 539625 485843 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 32.00000000 3.70473544
2277 540232 486326 MmaPTStuTWsaXCUhRdDnFWkUunucBiSRxPT 353.00000000 40.86786284
2278 540297 486380 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 30.00000000 3.47318947
2279 540483 486529 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 331.00000000 38.32085722
2280 540795 486738 Mma9ezvbzSYNLEXPasWokx1GaoDtUNe1682 54.00000000 6.25174105
2281 540885 486803 MmUrXcCprFumxW3J6E6bRL25DbAtQkLBoXp 140.00000000 16.20821755
2282 541354 487153 MmPVPguCco94tGWjb5aEg4tdcSrgvssCCMo 188.00000000 21.76532071
2283 541481 487251 MmQP4KyuNPu59WG8248UKnjoBFsocQscbwg 78.00000000 9.03029263
2284 541597 487346 MmQMYx9W2iP5FpNchSoqgCFmTW2PuNkYznX 876.00000000 101.41713271
2285 541601 487349 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 13.00000000 1.50504877
2286 541967 487641 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 115.00000000 13.31389299
2287 542281 487890 MmVhPmodhV1q2HjLXWoZ7d9mYLUC2TnYe72 290.00000000 33.57416493
2288 544137 489284 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 263.00000000 30.44829441
2289 544658 489697 MmbX9HWuXaPtBe6KwwDVGWaWCCXV3FkrPwn 213.00000000 24.65964528
2290 544682 489716 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 39.00000000 4.51514631
2291 544720 489749 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 230.00000000 26.62778598
2292 544949 489924 MmPzGAaXC2dHHLGmqyEPuEnzUx1xiLg29GF 1150.00000000 133.13892993
2293 544964 489936 MmQqzH8R3GmefJrsF4mtwdkmpw98qFBihZd 3000.00000000 347.31894765
2294 545030 489990 MmYcg229AEtNdHB5BVpvvowkH6E4T2Cpmdh 300.00000000 34.73189476
2295 545714 490508 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 10.00000000 1.15772982
2296 546072 490794 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 5500.00000000 636.75140402
2297 547172 491661 MmVbvn9P4Smekscv9JAcfMd1tUa6fkPey1Q 3007.51500000 348.18898161
2298 547374 491812 MmX9RxuGeZmXFv2R3uGa4SUupEdry9NAJmF 313.00000000 36.23694353
2299 547510 491905 MmQyvvKKXQwJJaFdCJ8j92a8sYgyxmxcCaZ 240.00000000 27.78551581
2300 547664 492023 MmfjZzMqKdAGtcb9Jze9pVrfcmBApUpurUx 400.00000000 46.30919302
2301 548155 492416 Mmf6Ez1qWZtnfLjcDKFdom8URzcchgMBcnZ 1000.00000000 115.77298255
2302 548218 492466 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 266.00000000 30.79561335
2303 548306 492532 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 11.00000000 1.27350280
