Number Order Height Address Amount(Meer) ComProfit(Meer)
2304 548390 492592 MmZNd74kJmydovfGvrpiJ5pZX3kWNiRzENQ 108.00000000 12.50348211
2305 548658 492792 MmWSXnMoxiZuma4D7TYpQZ6uLFYpiXa8c8X 77.00000000 8.91451965
2306 548780 492885 MmLWNYQ3yRBdcoSkK7dFU6AYyeAqnMMdmBU 231.00000000 26.74355896
2307 548957 493018 MmPzGAaXC2dHHLGmqyEPuEnzUx1xiLg29GF 570.00000000 65.99060005
2308 549352 493316 MmUuqa23qDSPPUunvd79ZGpGPXhnoLWxoca 1000.00000000 115.77298255
2309 549677 493563 MmYfc3JmygGmzje3RroCcxSxEDHZZF3pjwM 640.00000000 74.09470883
2310 550118 493901 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 41.00000000 4.74669228
2311 551551 495023 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 125.00000000 14.47162281
2312 551721 495158 MmgSuw7uHMZves6K5UAE6wL1niMENMxGXge 2695.34697800 312.04835865
2313 551849 495262 MmQ6X7zD4EWAs4oy9o7crhDs1g7kra3gJkj 1188.00000000 137.53830326
2314 551906 495303 MmRvDJYpk6Fn8oJQtCGss8v7VgZSF5WrRyp 655.00000000 75.83130357
2315 552022 495389 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 265.00000000 30.67984037
2316 552200 495512 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 31.00000000 3.58896245
2317 552314 495595 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 10.00000000 1.15772982
2318 552395 495660 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2319 552483 495727 MmUoK7TCKdzfZLNGZggxaMhDdhuDs4w6Gdf 338.00000000 39.13126810
2320 552673 495881 MmgqW999BEJQG4TgnpLQQghmM1NVVJWsjVy 1000.00000000 115.77298255
2321 553045 496167 MmTtM5vfRHFVP5VwVNedxxurnL3wh4f1Aqc 159.00000000 18.40790422
2322 553991 496860 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 1500.00000000 173.65947382
2323 555321 497878 MmfU5iLy2qRwWaYGSdqaNkdpwtF8cTuchEH 770.00000000 89.14519656
2324 555613 498097 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 286.00000000 33.11107300
2325 556153 498517 MmZK62ew7q6LXs8bdrtspTd9z2Dw4mhTs81 500.00000000 57.88649127
2326 556248 498594 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 1000.00000000 115.77298255
2327 556253 498599 MmfjeaNYhXw41HSCWM4MukFKhfYYhsUe86S 1000.00000000 115.77298255
2328 556274 498616 MmUfVMCCevLnXpjn8bydxcVjeH45tQN9AQa 8000.00000000 926.18386040
2329 556281 498621 MmNFV8WgmxHNCTApT2rWYB5bf9YFMPsgQTr 72.00000000 8.33565474
2330 556789 499007 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 96.00000000 11.11420632
2331 557410 499498 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 10.00000000 1.15772982
2332 559057 500779 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 266.00000000 30.79561335
2333 559181 500877 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 80.00000000 9.26183860
2334 559767 501337 MmaXN6kYg5qhGJcVGEuYNZeQxo4pXxKZBWw 12835.00000000 1485.94623103
2335 560675 502029 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 45.00000000 5.20978421
2336 560913 502220 Mmd6TXvV5HYrJuw2C7drbGHCjtaDtxLFcnL 310.00000000 35.88962459
2337 561001 502294 MmS2z9EZytZGw4iKnTJaPUCfSFfEixjDsip 400.00000000 46.30919302
2338 561057 502340 MmaXN6kYg5qhGJcVGEuYNZeQxo4pXxKZBWw 7035.00000000 814.46293224
2339 561229 502468 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 7.00000000 0.81041087
2340 562608 503529 MmNHWpf81ESPKnXZqRT89nhDaxZVLMa7ZYE 100.00000000 11.57729825
2341 563225 503996 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 260.00000000 30.10097546
2342 563552 504239 MmYcg229AEtNdHB5BVpvvowkH6E4T2Cpmdh 600.00000000 69.46378953
2343 564066 504632 Mmi8oYtiWiaNcos5JHMR4gLmK5s1gFEE8hX 700.00000000 81.04108778
2344 564147 504694 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2345 564147 504694 MmLmsbkFwXSspZFacbydg7gNFsWrVYpL3Fv 49.00000000 5.67287614
2346 564153 504696 MmaSTfQzMtSqFetjq1jETSgUqajJusprmgX 400.00000000 46.30919302
2347 564573 505029 MmRE1R5jU7u6vFb8CwULBDVrZwM8Mrt3X8T 39.00000000 4.51514631
2348 564646 505085 MmWSXnMoxiZuma4D7TYpQZ6uLFYpiXa8c8X 58.00000000 6.71483298
2349 565960 506159 Mmins928YwufXNaBLVxagBbydyZWru41FPD 3500.00000000 405.20543892
2350 566238 506372 MmRkGkzAtXoyYuP1kvCfxXPk5pGgPgfeKGQ 300.00000000 34.73189476
2351 566595 506652 MmaktFeNC9wybbwHo3HN8UkZ7RbkytUgzhU 200.00000000 23.15459651
2352 566596 506653 MmaktFeNC9wybbwHo3HN8UkZ7RbkytUgzhU 176.00000000 20.37604492
2353 566606 506660 MmZmumg8Jp7mzFNNcRZ1kWvrkyufBotP1VU 600.00000000 69.46378953
2354 566633 506676 MmfRpGz4XYyFyVuo5EUeKQgjKg1MtiYEdN5 200.00000000 23.15459651
2355 566635 506678 MmXrVxonfgmkk3Pidt7GYmjDvv8K6Qq8zTG 10000.00000000 1157.72982550
2356 566661 506697 MmUoK7TCKdzfZLNGZggxaMhDdhuDs4w6Gdf 280.00000000 32.41643511
2357 566668 506701 MmffLLdETmskgEqGnMoLT9vSkLXXUiKNsNC 1500.00000000 173.65947382
2358 566676 506707 Mmins928YwufXNaBLVxagBbydyZWru41FPD 2500.00000000 289.43245637
2359 566805 506812 MmeAb38feDmcsVYqTSAHujxdh1Rw4jzZZzV 500.00000000 57.88649127
2360 566872 506867 MmVnbheJ2SPmMCtsrrni4ibfxkFWCREQfXa 760.00000000 87.98746673
2361 566968 506939 MmfAukuXYREazeVCDC3cPt3b7Yw9ADHxyuX 700.00000000 81.04108778
2362 567027 506986 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 1500.00000000 173.65947382
2363 567052 507008 MmiZtXmUGTouVLWD4k1p5keWBzkRey9G9h7 1000.00000000 115.77298255
2364 567143 507075 MmNviYQthctB9tmME78AW2nprJCCpqTptw7 1000.00000000 115.77298255
2365 567938 507697 MmTmLK8sG44QyQZSkrQUsvPjQo2VwqCNzU7 500.00000000 57.88649127
2366 567947 507702 MmTmLK8sG44QyQZSkrQUsvPjQo2VwqCNzU7 500.00000000 57.88649127
2367 567954 507708 MmTmLK8sG44QyQZSkrQUsvPjQo2VwqCNzU7 500.00000000 57.88649127
2368 568370 508048 MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 500.00000000 57.88649127
2369 569737 509127 MmXCRpBy2PuGiG282YrNV8TnnydMXYbY6hN 200.00000000 23.15459651
2370 569990 509337 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 976.00000000 112.99443096
2371 569997 509344 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 31.00000000 3.58896245
2372 570064 509398 MmZ8SCnbxD48wNoV5b26ZoZ9dmhfucSr1rL 30.00000000 3.47318947
2373 570073 509405 MmZ8SCnbxD48wNoV5b26ZoZ9dmhfucSr1rL 200.00000000 23.15459651
2374 570204 509511 MmhWjdm7RkUGtUXk8CEkH3KxaDwJs9WWpv8 2000.00000000 231.54596510
2375 570223 509527 MmhWjdm7RkUGtUXk8CEkH3KxaDwJs9WWpv8 1181.00000000 136.72789239
2376 570237 509541 MmNPgMZKZqGSNQ4saEHdHjD4KQQoBXCSMPh 1000.00000000 115.77298255
2377 570437 509700 MmbQssY1M8xcgJRdXM5pB8CJXJhGLCJh7fk 107.00000000 12.38770913
2378 570451 509712 MmMobcGqaKJvUfieN99uvqapQ14iwmcx93w 20307.99300000 2351.11691921
2379 570681 509880 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 109.00000000 12.61925509
2380 570761 509936 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 171.00000000 19.79718001
2381 570957 510082 MmhbU4qoj3tabg7XkENevyrFxqCmZPLF9Cc 200.00000000 23.15459651
2382 571097 510178 MmTWLaJz1wPZ5QH6LF4gdnAiNNwA1imJYeL 500.00000000 57.88649127
2383 571215 510262 MmcZ5N8U78d8gSgEJrhFBnF2xXARWj6AahM 5000.00000000 578.86491275
2384 571231 510273 MmYhgsRYH6Tpiqdk4dAkWUwWuPBQc3U1pGE 9179.00000000 1062.68020682
2385 571231 510273 MmQ6SUkaSzVhrEVRPagiwj2F4KiWH93dUJ6 7989.00000000 924.91035759
2386 571301 510325 MmUng4CfY4RV9mKiWUG9S9A6x8YRDmabBCy 918.00000000 106.27959798
2387 572133 510947 MmRnJ2VuUp18QsoyDMdruPaewirB8isMUc2 512.00000000 59.27576706
2388 572165 510973 MmeUax3dFxWp43EwFEvRE7nZgYgUYSmN88v 1000.00000000 115.77298255
2389 572266 511048 MmRiMdsjXV5VwJx5mhCkC6LeauVRvBzDyHL 280.00000000 32.41643511
2390 573518 512041 Mmgysbae5q8DMRC5sWFpR7bX8QuVaYgYqfY 280.00000000 32.41643511
2391 573672 512157 MmUmgQM8jkFWxbdTQ5ajN58mCE79KKQiMpc 400.00000000 46.30919302
2392 573672 512157 MmLFk5b39dDpPjw7B6Pj9D5RDwAa8Lbz9Px 227.00000000 26.28046703
2393 573764 512219 MmUwz46SkyNYQYtDSG3kwXn7eEhESWecP1D 500.00000000 57.88649127
2394 573811 512258 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 62.00000000 7.17792491
2395 574197 512551 MmMQFx2kv4PwRovX1uuQWd4cj9CKe3DcUfC 4000.00000000 463.09193020
2396 574685 512926 MmZmBgsAELGUC1F6wn5jDC6h9HghKCCFphJ 1000.00000000 115.77298255
2397 574712 512947 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 30.00000000 3.47318947
2398 574723 512954 MmTTG8NT2oL4k9Gq62qWqn2G7fTf1RfU1LC 1800.00000000 208.39136859
2399 574724 512955 MmfDWzSHLMfcPKcaKrhifU91VhSM5dHpFss 700.00000000 81.04108778
2400 574856 513050 Mmdu9PxAs8qMqi3SPfYp4WaoLAS9TrY5Ck5 1000.00000000 115.77298255
2401 574862 513055 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 318.00000000 36.81580845
2402 574872 513064 Mmdu9PxAs8qMqi3SPfYp4WaoLAS9TrY5Ck5 500.00000000 57.88649127
2403 574976 513146 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2404 574983 513153 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 136.00000000 15.74512562
2405 575695 513708 MmiuCjM6wJzuXdGYeFyiv2tMauk3HYRBvuu 100.00000000 11.57729825
2406 575759 513750 Mmgysbae5q8DMRC5sWFpR7bX8QuVaYgYqfY 30.00000000 3.47318947
2407 576428 514292 MmSatvbMWw4YXywPzXgt3vJbEzaGRUiwm5y 500.00000000 57.88649127
2408 577690 515277 MmMPh1pauGG3k93ZSkgbyEsoM6iEQwowR6o 3754.00000000 434.61177649
2409 577872 515408 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 247.00000000 28.59592668
2410 578075 515564 MmZ8SCnbxD48wNoV5b26ZoZ9dmhfucSr1rL 32.00000000 3.70473544
2411 578285 515716 MmTj8G6QyrAJhunACnLJAz1XQahwLYHyuvN 400.00000000 46.30919302
2412 578650 515989 MmZb2pxDQtYY5QCD69dx43rM3d5JPdTjbCn 1000.00000000 115.77298255
2413 578934 516201 MmYeXyd29D9W2cHAkmV31vt3ambkkJgxHmN 150.00000000 17.36594738
2414 579545 516663 MmNSmWkZHzoXTnPgKFe5qvRZjuCS6aXkPaY 50.00000000 5.78864912
2415 579692 516767 MmiAZpXeVFKjnYMd9EUoah5vbrrCgSF4WZ5 1000.00000000 115.77298255
2416 580994 517772 MmPdHrY5dm1ztqLaFj8Fe2m2PjqR4fF6qg7 10504.00000000 1216.07940870
2417 581393 518071 Mmi8oYtiWiaNcos5JHMR4gLmK5s1gFEE8hX 3500.00000000 405.20543892
2418 581546 518184 MmR7STCsZ7v5J4CWPieyP72fdB1vHqQCnHj 209.00000000 24.19655335
2419 581618 518245 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 45.00000000 5.20978421
2420 581627 518251 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 30.00000000 3.47318947
2421 582052 518544 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 272.00000000 31.49025125
2422 583336 519520 MmipbtZ7H5WdrYLHBwQNutVveqJ35gXMDUv 88.30000000 10.22275435
2423 583539 519677 MmPdHrY5dm1ztqLaFj8Fe2m2PjqR4fF6qg7 6299.00000000 729.25401708
2424 583574 519705 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 314.00000000 36.35271652
2425 584974 520761 MmQeu2Qij8j37gu3qN21hxgG1k1p4XNFBEe 500.00000000 57.88649127
2426 585315 521004 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 269.00000000 31.14293230
2427 585717 521301 MmLXRs8JydQ839KGsJrQuBQCa9eqKVxKbbW 5000.00000000 578.86491275
2428 586556 521949 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 32.00000000 3.70473544
2429 588993 523794 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 286.00000000 33.11107300
2430 589237 523970 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 32.00000000 3.70473544
2431 589302 524014 MmKjLLLyj1T6vBi4EQtKB23yhZkVcrvESma 1000.00000000 115.77298255
2432 590229 524707 MmQ6ovc7AwMxMZpd7aQFgfcgja7BzEowckh 1000.00000000 115.77298255
2433 590993 525320 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 10.00000000 1.15772982
2434 591051 525370 MmcnmbvX441EdLhxD9SjMnXvhrfJJt1Bx4L 390.00000000 45.15146319
2435 592081 526235 Mme5ZnNHzE9GVji2td6Y5x5exPkVDHLYb2Q 2100.00000000 243.12326335
2436 592410 526499 MmZPAQGodVvvnc6JqXduEoF7Cb9S98tQjgp 2000.00000000 231.54596510
2437 592414 526500 MmWgKrQS1gWPempAVfqBZpUwxCkPF4jsEps 152.00000000 17.59749334
2438 592472 526548 MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o 10000.00000000 1157.72982550
2439 592531 526591 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2440 592676 526717 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 258.00000000 29.86942949
2441 593155 527116 MmKfjMESSKKDtgMHreaUhC3jtaPAkfsRcBS 230.00000000 26.62778598
2442 593157 527118 MmQzhQ3J6P7dSod8c461wHFKkfJTiWUUwXV 510.00000000 59.04422110
2443 593309 527249 MmRpxuCitvXE4iRXNCdxHV4re9X173HDGri 1550.00000000 179.44812295
2444 594313 528113 MmPdHrY5dm1ztqLaFj8Fe2m2PjqR4fF6qg7 1000.00000000 115.77298255
2445 594339 528131 MmZW9mteGHYdcZtRLhPUnL9BorFGEYtdybi 1572.00000000 181.99512856
2446 595498 529122 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 2011.00000000 232.81946790
2447 596089 529623 Mma9ezvbzSYNLEXPasWokx1GaoDtUNe1682 1298.00000000 150.27333135
2448 596110 529641 MmLmALtdu15hVzn9zpXN18rrw1RPfNsJ2mW 1103.00000000 127.69759975
2449 596175 529698 MmVNm98Ei448oufA9ZbVvZx7zfMPmD3UqBt 700.00000000 81.04108778
2450 596244 529758 MmRrs85KK9bUXHJuc31MgWpVDLiQuYgYvgt 449.00000000 51.98206916
2451 596266 529779 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 263.00000000 30.44829441
2452 596648 530091 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 81.00000000 9.37761158
2453 596710 530135 MmPzpLpLamJNwBPVz7NrqcsXa4AwmX9iU3V 350.00000000 40.52054389
2454 596977 530352 MmQk7rJH19WMZwzAm3UFS8721RgHcnD5q15 2000.00000000 231.54596510
2455 597531 530784 MmL47i3Mb8W2KC4QeHqGv9m47Ap9VUh3DGA 50.00000000 5.78864912
2456 597675 530913 MmRxoD9f57jDexnzoYXB8wQDZ5BiB2Y5J4e 3000.00000000 347.31894765
2457 597866 531071 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 1775.00000000 205.49704402
2458 599437 532427 MmY5p5ztUkmy7S5ybd8yERsXYgVntvY2FjC 1000.00000000 115.77298255
2459 599581 532548 MmaXN6kYg5qhGJcVGEuYNZeQxo4pXxKZBWw 1000.00000000 115.77298255
2460 599744 532683 MmTPK6dF4rTF74M1XRR82aqNxjN6mNroev8 61.00000000 7.06215193
2461 599750 532688 MmZKUSnb4oGQALYNkfC4buKYRvKXXpWC8Qp 82.00000000 9.49338456
2462 600052 532924 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 265.00000000 30.67984037
2463 600238 533087 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 44.00000000 5.09401123
2464 600376 533194 MmRRTT11wPL2mQxiCmdza9WAm9snzXR8Mcy 850.00000000 98.40703516
2465 600552 533340 MmQk7rJH19WMZwzAm3UFS8721RgHcnD5q15 1600.00000000 185.23677208
2466 600769 533532 MmLaPuFkzcUc1DgLnnNkWdoTeCf21AjrKzN 444.00000000 51.40320425
2467 600785 533546 MmUmgQM8jkFWxbdTQ5ajN58mCE79KKQiMpc 100.00000000 11.57729825
2468 600822 533578 MmXHbwV4PVRhnfPYA2Zqa4af7MJsZH3HuuK 50.00000000 5.78864912
2469 600829 533585 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 2021.00000000 233.97719773
2470 601112 533828 MmVbvn9P4Smekscv9JAcfMd1tUa6fkPey1Q 3263.39900000 377.81343548
2471 601159 533870 MmPwQTvvZd9PYVCowuCB13ZGCTFAKRdnKys 3000.00000000 347.31894765
2472 602433 534996 MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 300.00000000 34.73189476
2473 602517 535059 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 257.00000000 29.75365651
2474 603452 535870 MmUwz46SkyNYQYtDSG3kwXn7eEhESWecP1D 500.00000000 57.88649127
2475 604279 536566 MmLFk5b39dDpPjw7B6Pj9D5RDwAa8Lbz9Px 215.00000000 24.89119124
2476 604369 536648 MmbEEDc4pvSD4oUBWVYFHKmpxhC9fcmWXs6 1453.00000000 168.21814364
2477 604512 536762 MmhQ7752EgipE6PMX25DoM6k8tuVc3o21rw 4000.00000000 463.09193020
2478 605721 537812 MmXhimpYtVC62sPEHGEipmRct4WUPJab4rK 4000.00000000 463.09193020
2479 606327 538287 MmSif49K5LkJnvkaLLDVBvFYFViFnEi4iSK 273.00000000 31.60602423
2480 606510 538431 MmhhdUaTsMca89BYSKoq6neKQKfovCi3LUN 5000.00000000 578.86491275
2481 606535 538452 MmUBUGY3JvWhv9v8McPdUkAKWQkhkcA94n5 31.00000000 3.58896245
2482 606537 538453 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 7000.00000000 810.41087785
2483 606568 538480 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 1000.00000000 115.77298255
2484 606924 538774 MmRnJ2VuUp18QsoyDMdruPaewirB8isMUc2 508.00000000 58.81267513
2485 607044 538878 MmhTJ8XmAC33m2wCa1wgQg7BT4SBsBxPyFM 15531.61400800 1798.14127752
2486 607220 539026 MmSmuexLnCnnDmCWX32dH5VTzB8dEzXTSjR 22000.00000000 2547.00561610
2487 607459 539239 MmSv1BDDfPsixGCntDqKPcMBYZ3qdCoTQzy 1000.00000000 115.77298255
2488 607803 539533 MmhTJ8XmAC33m2wCa1wgQg7BT4SBsBxPyFM 1421.81550100 164.60782118
2489 607818 539547 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 226.00000000 26.16469405
