Number Order Height TxHash Address Amount(Meer) TimeWeight TotalLockAmount(Meer) profit(Meer)
13 45919 45906 ea79e9a75777c118a5f12deb74de8b98be95a42feb793bd98ddd6bf4f97919af Mmg746Tp5gyHZvpi4kdETv8A6Z7NtbEPn2z 1.00000000 5 51001.00000000 0.13387799
14 48515 48502 b98c2f0c5ce26c0a6d8fe54270a93dda6a5b1eeb21f9fcb813d6ce7b7334a76e MmRddd3hfCfvrYmFe1uYxzJ7cpKDFQDLNbC 3500.00000000 5 54501.00000000 468.57296800
15 48518 48505 84e0672e633e87756c89e711fbeb588aef774f450fb5268277fb5460bb56c9f9 MmRddd3hfCfvrYmFe1uYxzJ7cpKDFQDLNbC 1000.00000000 5 55501.00000000 133.87799085
16 51139 51126 7be643b4545e839cda26c0fc85383ad0af1a363c3144cc2ea3bcd488555c84fb MmRddd3hfCfvrYmFe1uYxzJ7cpKDFQDLNbC 2000.00000000 5 57501.00000000 267.75598171
17 53678 53665 ba10cc59ac170d3311cdfe667428c9641553a89ee49894cf8bd578281a5072c3 MmfSJEAoDbjFzvSZoVVEuCtTCiuxm6QBCeR 108.00000000 5 57609.00000000 14.45882301
18 54104 54091 26d44bebc0a37941de9045d27de60bb0495a46a3a6a3e6685a399c0b8697a847 Mmh8noAj4bQLe7wyKmsBSfWKtFgfuZPB6TD 5000.00000000 5 62609.00000000 669.38995428
19 57687 57674 04f5466d096549ff9c948500c525295ba1053c961139a73a0ab6dea0188857f0 MmLu9DUDSaLT34vA8GCBimPmFHiCn77Ti7k 500.00000000 5 63109.00000000 66.93899542
20 57720 57707 8b6ecd5ad0dd8477fb68917c48c3ae88bdd61f1ba38419b7d23f0f8a283ac054 MmgQBFaZbmUxP5KjFYewb6NdWhgdj3nbtn2 900.00000000 5 64009.00000000 120.49019177
21 57723 57710 c31f69ab90a394cbe235d8a769d8b093675fe56114f05a020642ee52041bae08 MmRDnoBFpGV6cH1TyJetvVwxqDfpoas2uFD 0.50000000 5 64009.50000000 0.06693899
22 57777 57764 2a632b2e58ffe2c15fe6559db00c8f1802fd8029f0cb38fcdb97ca3f59fa3277 Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE 1000.00000000 5 65009.50000000 133.87799085
23 59586 59573 9d908f65791b5aeb9f48dd5101d784e8989273ff4c21d256db99681446fe38bb MmdJaFV2ajr64kAL4V1Qt9txHrX2yg5fzNL 990.00000000 5 65999.50000000 132.53921094
24 59747 59734 25bf5b3f99ce8d670b66b7ff707fdd062df045309d19e38f3c6f0d7093548f00 MmbBhxR9DNsTAxSb9fkeza31LSpVt6p8kba 10000.00000000 5 75999.50000000 1338.77990857
25 59802 59789 06b935860143e756381709a299c0273f16e87447421c856cb7806cd8243fb1ce MmYUU3KcFHXXe6Z415WLYH31rko6b1eh4wS 1000.00000000 5 76999.50000000 133.87799085
26 59806 59793 a73d557bab11fffc3f96acf845dc04f1c0a48fff2107a50e792824e862ecd719 MmTvX6LJRRhLVdj6x6bzwejf5Yk2CbqtjR1 1000.00000000 5 77999.50000000 133.87799085
27 59825 59812 c84ed43e67b88514840aedf8b4ffb1f74aa690dfd688af437b76b493c4cb2a09 MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC 200.00000000 5 78199.50000000 26.77559817
28 59829 59816 ce936922932c6089a72914aeeb4544da8030bd5af8b32b0b90777d4e5c8872a3 MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm 99.00000000 5 78298.50000000 13.25392109
29 59956 59943 72f3c87c0880647970f1b13588f1b94d8db07c0b1d32f89c5304fb0fa7d75070 MmKsJGj5vHSFLmmPeMatTiKXMSTagHx3cdE 10000.00000000 5 88298.50000000 1338.77990857
30 60855 60842 08bb81d6fe047c728adf5af1841e9d79d599fe274c229584c689fc637d895a50 MmfPRsX5kz6n1dsn7UG18Qjz5sT6JVM4Bzs 200.00000000 5 88498.50000000 26.77559817
31 61912 61899 cb01bfb9d86cbd094d31483db94dad5155b877a0869efb50ff7175c11283c085 MmWQ154JfrGbFW1KrjPVrPetr7X9DDvToqy 300.00000000 5 88798.50000000 40.16339725
32 62709 62696 2e46691b57293f5aa1c3ef70bd35cb4e0ae3c5a97f2a2690e7426e9f9fafa9e6 MmTzk11ShsQi3kYGNbjN3mxkiixKX74MfnW 500.00000000 5 89298.50000000 66.93899542
33 62738 62725 96998e721829e21d21783f8d59081a3929794bd56cc53ef93d0a9d0f0c8f51ab MmRovVyMfB5diuUNaLNVZYpH98jkpG574ye 30.00000000 5 89328.50000000 4.01633972
34 63240 63227 df5e0583841d9ac6d56904b0b2008f7e24c46553cc08c114c3ede8c9b1162031 MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j 73.00000000 5 89401.50000000 9.77309333
35 63424 63411 27ec41e1d8c837a7f51aff5282d5ad5de74991284fde29ba2cb09061e123c502 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 50.00000000 5 89451.50000000 6.69389954
36 65432 65419 cd033231557b8fddbc9f90318174b5f2205e251794966136f4ea54dba672ec62 MmZK62ew7q6LXs8bdrtspTd9z2Dw4mhTs81 201.00000000 5 89652.50000000 26.90947616
37 66286 66273 82860d1ca15267ba191c22db72adb39677c5cc8a47646a556a78172067870d3b MmNviYQthctB9tmME78AW2nprJCCpqTptw7 60.00000000 5 89712.50000000 8.03267945
38 66302 66289 51f428959cca066fc36c030671277cc75320de3f5bcdbbe2dd8f4b39bad4caf1 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 50.00000000 5 89762.50000000 6.69389954
39 68305 68292 36b4f5f4b37c58e808c0d942b544513abc003be0352c9ae690d23e951eaa28f6 MmcXsT3NSAyQmmacrBuYtUeMH3pqiYABCpC 500.00000000 5 90262.50000000 66.93899542
40 71618 71605 959a139dae6d5b2f94eaa587a05a80935b8026f18f525ef93a603188a517b0fe MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 40.00000000 5 90302.50000000 5.35511963
41 71872 71859 b4d5734b9f3733b15863ea1217a728e581301f755e2d8fa1fd1f18aae13d3ec7 MmgSuw7uHMZves6K5UAE6wL1niMENMxGXge 1000.00000000 5 91302.50000000 133.87799085
42 71893 71880 f423b58f31ac1f952e737328a266dd6de14f0c4ef2b662bba9a3f2c5726b8a51 MmgSuw7uHMZves6K5UAE6wL1niMENMxGXge 999.00000000 5 92301.50000000 133.74411286
43 72385 72372 5fbf9b6cf2629aac91ce801e544172461e10faab4f42e7945965994959a72fb0 MmSVtzp25G3PRsc2VYvJ1baogPHV2aKSG72 100.00000000 5 92401.50000000 13.38779908
44 72397 72384 16aa016b481bdf021684b03dc8f324ce532d5208f7302f32fa607740ffcde2d9 MmQeu2Qij8j37gu3qN21hxgG1k1p4XNFBEe 300.00000000 5 92701.50000000 40.16339725
45 72600 72587 d1bc38f136d5c08e57f93ba0e07396459674893485c68703db50520c3df565b1 MmTQPrthUmF5xbuwNQs4aCKq9AbvuTaAJiC 0.00070000 5 92701.50070000 0.00009371
46 73501 73488 d486a543d4fc231cb19bda0e4eafcccf39c6ee4c0040f13413224bd86e991075 MmNCXReEaFeMsFdBtrEqKqB1ryk5QLG7kMv 1000.00000000 5 93701.50070000 133.87799085
47 74835 74822 6153458f7d9974aa1c91b50019f2736beedf32ee93053ba36e812d48ea81ab3e MmbScLjRvv2sxsj8YNkHHRkQfZ6kofKt5Xx 200.00000000 5 93901.50070000 26.77559817
48 75167 75154 7326be291b12db5a47ac53e01bb783f164f398f252b6ee7dc9413cb9afccfcb1 MmaJ2tfSchbPCks8sGZDnp2fsKhmfNEJQCm 5.00000000 5 93906.50070000 0.66938995
49 76894 76881 c426a4cec0fd545cd8abaa467a6eac1274a13fe40630b4516835c01fd185bbaa MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o 1000.00000000 5 94906.50070000 133.87799085
50 76895 76882 6584bc21ecb945b6a8bfa452b94c58bec73b2b071f96577e9d5076ab77e0685c MmSeQzm7byCBQUGPHRfQXwk89B5gq7URoLT 999.00000000 5 95905.50070000 133.74411286
51 76906 76893 80555af8d30fe43973f66ac260762020394bb6cfe23d47b0db3f0eacad3b43e2 MmUesAcpTHzDwjkCsMtLRBrPMaEddC32u9o 1000.00000000 5 96905.50070000 133.87799085
52 76963 76950 e493e1c9eded54409643680180006735a6fca86cd3c6f88b9c5d2ce96bc0618c Mmhjd2RwQzbmXzKjvDXNU6Hs4GWWCGhKBYD 499.00000000 5 97404.50070000 66.80511743
53 78130 78117 daeaad703939d4ab27a40b951a81c3f4862bea315b8ca74fe7c419129c80028a Mme6P5vfTQ2KwuDEwhEHbuBmyCRtCJt9jFi 1000.00000000 5 98404.50070000 133.87799085
54 79131 79118 94c578b8e00b9e9e87829d29a90c053aa5985a00b517d1e2b22e4e9ffc53aafc MmS7bQcM6yDKc5UrynFZcN9RxSPiCZLBiFy 999.90000000 5 99404.40070000 133.86460305
55 80196 80183 e5543b01fdc14bb53f4c7570a69e403bca58939120221839814faddd4523a46f MmT1X5ekNjv683YckV8eLwTohr2KmoFHnw9 671.00000000 5 100075.40070000 89.83213186
56 80908 80895 8c03ec5392ad837c08658e25744907c2dd8968940548417ebe279192a81ffda5 MmNL3fqDmxo89C1eMTp5zfWPmmVJG87z32t 2.99900000 5 100078.39970000 0.40150009
57 80988 80975 d66589065263eb19aa4d18092631c46cfe25ac2fa5696ff30d0deb722091945d MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 10.00000000 5 100088.39970000 1.33877990
58 82478 82465 bc05c522b564fb6b1f647f49f8fddd3f0d1135e9db6cdf5c1bc5f709ead7d12d MmYkY79iP3zScFZ2jFp5zXTKW7MstRwYmEo 2.90000000 5 100091.29970000 0.38824617
59 82627 82614 8c29d311514fa8f5dc5081d36923705ad35450cbf5a5b49bd32b22a63393700d MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV 30.00000000 5 100121.29970000 4.01633972
60 82632 82619 e47fe0a4a5392d5ad9085dc3c756dee067a979375d46158da5241fde91e333e4 MmZb2pxDQtYY5QCD69dx43rM3d5JPdTjbCn 1266.00000000 5 101387.29970000 169.48953642
61 82638 82625 6f41bb845de995bf3ba2f9afba491f4d733e24bef6ce59b0ca7aae9698220a17 MmVYoG5hQ5ANTvSb5y7LpzrXQf2d1e61qQr 100.00000000 5 101487.29970000 13.38779908
62 82920 82907 8cfa261744cc2072635ab125f4ffc7c557143a382fe2646b63494df94bce6de2 MmWQ154JfrGbFW1KrjPVrPetr7X9DDvToqy 132.56219685 5 101619.86189685 17.74716057
63 83021 83008 0c6668c3cb94b7a50320469384fa729417648e4df21a384437f8a0c4baa40839 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 102119.86189685 66.93899542
64 83087 83074 8a73cd4f565e01aaa817dbc53227cdfbbc72b8cfd640acc69f71416d0c51b56e Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 102619.86189685 66.93899542
65 83699 83686 4f365428548d1cc28a0109d3f07ba52d3646aa0a67d3598c9f2b69f19d3373a2 Mma84KVNJ1GH79uswDCyc5rUijzbrErD15q 2500.00000000 5 105119.86189685 334.69497714
66 83770 83757 838d6a0e590d338dc1bab3fbf388583582ef61d7d3805678056163f2f5ad9c86 MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 25.00000000 5 105144.86189685 3.34694977
67 83971 83958 dc5ebcaf0c1015e6dabc4d6164f5ec5b9b869d5a6d1e95412380e4eb105d4a4b MmMPh1pauGG3k93ZSkgbyEsoM6iEQwowR6o 1000.00000000 5 106144.86189685 133.87799085
68 84009 83996 24308a031d79d2bce6e9d60d9a696c20df5abb439652914e0a64fc4e2097f497 MmMPh1pauGG3k93ZSkgbyEsoM6iEQwowR6o 999.99000000 5 107144.85189685 133.87665207
69 84046 84033 6a2f9ceeba0d73bde558ec47567adff36e598ce505197d99548ab2ac3d351466 MmPdHrY5dm1ztqLaFj8Fe2m2PjqR4fF6qg7 999.99000000 5 108144.84189685 133.87665207
70 85538 85525 688f94c4f3e48be7c2271af12d03f87e4fb8118eb1f99ac0bf22261b74d798f5 Mmf6sxKjvFZnwmjvEFw8D5T1Je1PD5L781y 500.00000000 5 108644.84189685 66.93899542
71 85581 85568 85ebee3e05740a9842757e057ac79e41bac21bafdfeeb02edbcf67284d7ec764 MmhfJM7eiW4yCdedhSG3FxZnyMZX8Qus53z 0.05000000 5 108644.89189685 0.00669389
72 85690 85677 36f937c48171fd3ed8c80839b6e2e1fdc2de52056a6a8157478d52bbee928040 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 109144.89189685 66.93899542
73 85693 85680 2ec008a12d7b0291f745b413f07faf02f3c58c0d0eda6ccffbc6405a6b6f0263 MmiLiuSNEfU1zZjhc3Xnhp9uZwdEMXg5KQK 501.00000000 5 109645.89189685 67.07287341
74 85762 85749 0e28b5ce74611d33ef8736d475560df12c64ac94691d70854ec05d75d823f637 MmNKboRciPdpfCWRafpAZ6W6u21ST34ZwmN 300.00000000 5 109945.89189685 40.16339725
75 85764 85751 ca586a233c1b5da556874cbcadeeaa785c38ce842d637d40ab5e6f337abefe74 MmchK5bsiUcKMjkuiS48fNjEMSFuu4qYhk8 999.00000000 5 110944.89189685 133.74411286
76 85907 85894 a3a7c71972b85c483b36c53b79c4d17baaa9a0922232575e80c95590f47d8aea MmfFwmZMZpaxRGXC7eeND53W7ogybC7Z36A 270.00000000 5 111214.89189685 36.14705753
77 85949 85936 ac2a88cfdf702ad1936598bee976c5f8b407753cf249be82747e35d712995c7b MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm 87.00000000 5 111301.89189685 11.64738520
78 85965 85952 2613addb4d1b1a85042e5af02a1293c6e885206b6470eec9df3340a86d863cc7 MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ 1000.00000000 5 112301.89189685 133.87799085
79 86013 86000 67b111261b9a95ee0b22b8c47d0441af7ae26e9222a9f5d87148f510ebdc1142 Mmgcn516E1hHsrAwSF65yoBU8nGHaNnwf7n 2.90000000 5 112304.79189685 0.38824617
80 86129 86116 8c68d43ee1d3fcb84728997e6f49b94249105b3d99dc63975363878592b6dfcb Mmbyn3QvdrQZChT2QNbaZQxNFccpToz2inE 1000.00000000 5 113304.79189685 133.87799085
81 86299 86286 91cc3eeda71910c214d38e032f95de12ce16bddd744f697db767d5aad6725ddb MmUJsXuKDjoj1CFMffgDA5r7ctopJBexYay 500.00000000 5 113804.79189685 66.93899542
82 86313 86300 2a23565eb995d16466d1993a28d96ef4e78adab52a2706fd449d867a4d8e1582 MmVpCRY8HDq5Jm6sTxGUpP2TSkFDrdWHHcG 500.00000000 5 114304.79189685 66.93899542
83 86346 86333 ea7f5257187175d2a7a0c2b54474be959a8e0e411199d6de80b7116208de8376 MmgiLn3C2pJoHFvJWsekdrFMY7U8et1psKK 500.00000000 5 114804.79189685 66.93899542
84 86353 86340 f03d09e5f7ac3f711201bdf1f60967f29bfeca593d13cb2401198dc892754999 MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ 1000.00000000 5 115804.79189685 133.87799085
85 86356 86343 322164f1c02f64bb9699d5d999b60fdbf6cd0434cdaec0b1e966a9513398edfa MmNFLywZ2DbNyyte5mwXEV4EL88yVt9jW3h 500.00000000 5 116304.79189685 66.93899542
86 86365 86352 2cd1efab18eb5ef57fad25777a815ca7e486bd30f0b67450cfb927e511d83a8f MmXqhp8YxKuqKu88uFZ2F9koB8VQB8PEhWh 500.00000000 5 116804.79189685 66.93899542
87 86395 86382 6307ae4fcdbfe90c08868ac98627558e6a1cd15a1a06becbadf91b8404f899eb MmVsfChfXVWULSrZUpH5BrZ76uDuQa9Wn5T 87.00000000 5 116891.79189685 11.64738520
88 86408 86395 7785a09a19656921a8a29b06f59bf4bb1a596d37a71097c80e29e967cb0de706 MmTCzei9bE11GR4kZroY8pgXDCSh61VNv1u 500.00000000 5 117391.79189685 66.93899542
89 86423 86410 f27262ff5a777975f6ab253570bf2e7bf8ed0f553efb05301701fc7ab9bf40e4 MmSasqB3R1cG3UFQf2vK1z24ueMpQ46gir3 500.00000000 5 117891.79189685 66.93899542
90 86430 86417 54edc8afda09d4e51e237dcbd5fecc525bbcde04a5ec8461c33654e10c566ec8 MmUya7ER51XDK9RxLkNXJWqRCwB5kKbW4nk 500.00000000 5 118391.79189685 66.93899542
91 87891 87878 1d15e2511e55dd578448b6f68eac77bfe151067477c4b8dbc130830ceb5c9469 MmdUYVcpbZviqhfmpECjibiahC7D9bhEMpg 500.00000000 5 118891.79189685 66.93899542
92 88080 88067 279a9fa4e24c2feff7d20b05ee72c461c1ec9366ed62d27b91bee3875082bfbb MmfFwmZMZpaxRGXC7eeND53W7ogybC7Z36A 30.00000000 5 118921.79189685 4.01633972
93 88349 88336 c93eaa7ff9e741b106fb36d67830f24ea69810054315c1ff0f110efdf63c384d MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 50.00000000 5 118971.79189685 6.69389954
94 88461 88448 6d8f96b2cdc69e146538fea6b24a794326ae348421c5fa264b30998c2a286b48 MmdjjVhp5NNfoHmXc9muaywr5FiaswdGfMt 1000.00000000 5 119971.79189685 133.87799085
95 88496 88483 e802a34d88d033be057a58c24c65be8e58f349be0b16534fe320334a0ab56c37 Mmc3SKqDmGZqaKLdUYE6S6ufkJsorX4wf6U 0.00800000 5 119971.79989685 0.00107102
96 88593 88580 a7bc6884ae9e6a0f946fc7a5b20894ca49b6fdbe04e047eae6a0fddc48dfd78e MmfJRVdp1ZfhQnV9s1pEnPkeTKP7F41Yzbq 0.00070000 5 119971.80059685 0.00009371
97 88636 88623 4c7f33f2458bca7acc3d592be4e326838d2d54695a3baf3ef23bc79c0e15dfbb MmefBoxbSgopsKZgzCfPp7JdbfNki3Kx9Q3 200.00000000 5 120171.80059685 26.77559817
98 88816 88803 dfc92dddda0ea13d9818f3bd12e86e8785f0288480074578fea14f79336cd453 MmdWkKnHxm8FEmrnqtG2dcmQujBCsYUF55b 500.00000000 5 120671.80059685 66.93899542
99 88998 88985 d6807de6e0160ad767435dcc1171ace0282fac17251a734daf60ea5ad4ad3159 MmTA7j1Jvm9eKpLYXocwKvQsJ9BBp2X8a4j 1465.75000000 5 122137.55059685 196.23166509
100 89141 89128 8f9405c4e979d1667f1bea2e1ecf1b8337a9cf91dc31d675786f956b8183ca97 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 200.00000000 5 122337.55059685 26.77559817
101 89151 89138 0a749327c6d8aaf4d84d0eec76b5ad42b48edcb661135c8bc32612f54c57c16e MmXhimpYtVC62sPEHGEipmRct4WUPJab4rK 200.00000000 5 122537.55059685 26.77559817
102 89234 89221 c6fd40abbf1dbb85ae803042f92962095a42de4f575587abfae69f2a02f10192 MmVxJXWDHgNcu4KexzUmHYKHwm8ZsiR1CcS 545.00000000 5 123082.55059685 72.96350501
103 89355 89342 88860fa3310b5637a337e569667f715b5d04f6feed679fa1ce9e5c7f7ac9c863 MmMP7qSXAUak3SyzEtALtd7HH9FZzNxi6qZ 500.00000000 5 123582.55059685 66.93899542
104 89361 89348 908787d2f35f10d9f77484b86a3dd6be0001407b4d4a6c08a07de427aa132824 MmYZ2kMr3teFLN8JKFrsSPuZN8yyB7brwSB 1000.00000000 5 124582.55059685 133.87799085
105 89514 89501 4bb02ed8812c63fe7d0a29452d8a1cb6c32b36a113e4804295239a812f125dce MmT9wChLYSjadTkGpXpqVCXrdUk5bdh3MEm 48.00000000 5 124630.55059685 6.42614356
106 89645 89632 e0c10c82cd2ae8428b12d8418385c8b58dca9f796cf19b7c48275a35ef6fc0d1 MmSSEfiNUjq6rExgFpyTV93gZ93yWedsry9 500.00000000 5 125130.55059685 66.93899542
107 89670 89657 98e4b0d5216ff07cffa6cf0b3d42b738fc405c8f4ec5bc9331b762ebfaa9861a MmSSEfiNUjq6rExgFpyTV93gZ93yWedsry9 499.90000000 5 125630.45059685 66.92560762
108 89676 89663 2864b6dcd4b665adb3792ea6c2e59c59147d820c19cbf39527aab2a12a1a6bfe MmPrxa2koRxwemeaND52zi3bjemR7zZnT5Q 7199.00000000 5 132829.45059685 963.78765618
109 89784 89771 2bba5134d6103f8fd878d1878e1ca3128b458a79d25ef94a90c88733a66c7f8e MmUmmioxptBBkYgLhBKgPdKJN4ra58FZGQB 1000.00000000 5 133829.45059685 133.87799085
110 89982 89969 e590e1ee32fb04451bc860dce6e349864b12a3679d9543e7ba7ade9536746179 Mmb5rv26dnunUGMTQSMamnUmsyi38QsE8PS 100.00000000 5 133929.45059685 13.38779908
111 90478 90465 2d625d18d3c2fa80e597e9ea1fe7ed2426fa3c5a65fc4c5230705515fcd745eb MmbEd9eFQjwRrKprKadaUnMMkg3SYA3eAmV 40.00000000 5 133969.45059685 5.35511963
112 90932 90919 b94cbae43d06c7a3e5a48a6bdc8c3baf61a710eff5e81b0866f22ab3d7c56695 MmZRuWLvoQE8vm9RzEL7UaMKzjeMw3SmWtN 100.00000000 5 134069.45059685 13.38779908
113 90941 90928 4bb6f2ae576918ed12134ff65c7d0e72b49188d63745127bef3b347858507511 MmNCfHzG31GbZDS7abUEkbSt137ofFiVJqm 24.00000000 5 134093.45059685 3.21307178
114 90967 90954 74bbe12e928fdc7290ee3a568623f71b48daa9b552d4b88794d60d5ca0f871ae MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 5.00000000 5 134098.45059685 0.66938995
115 91135 91122 56757e17ef16d24c180850ea0091fc35387c2e76ab53e91f26a422bea2574bab MmRoZpTtobGMyGSYd6mckwrou4s9YLbCdDG 51.00000000 5 134149.45059685 6.82777753
116 91646 91633 ade76ff8f43aac5615d617ece06ae0a8c5fbe7e8d2357d09ab3e6f038412d2df MmTJYKQHZjKkiSCYQPVxMKB8dFzTLfivCxQ 25.00000000 5 134174.45059685 3.34694977
117 91770 91757 009442bc89819f2258f0bff044cfc7566fb619f76c14092f82b380b9e0269017 MmS8BCLh3FCZcycVnpLF6B5u87EULFxpKpM 499.00000000 5 134673.45059685 66.80511743
118 91822 91809 b504ba06e3fbeb9017ceab2c8348183761198e43e1ae841eefa068ed55279b45 Mma8GTbvXDxMTX4wzQaqHKDDKdS6eHxMSJz 2.80000000 5 134676.25059685 0.37485837
119 91828 91815 329f05f9e6bbcf47460af3569fa10b4d6a62955ec5e06aa1ff259d32418c5bf5 MmL3Uqm518c8drKma4VjmhRkwr6XBqpdzgX 22.56000000 5 134698.81059685 3.02028747
120 92439 92426 60937aec02fb3415ad35dc3cc41cf1b25220223865f7dbbf89b56450ff645b96 MmcMivpY8AX5gqieDHchQTa5G1qMQr2ZDye 145.99000000 5 134844.80059685 19.54484788
121 92454 92441 8d50adf455a74e144eccd5f145cf59cf8e08a2bfd7564972d73dff9bcb79b0aa MmdR4wFRXWCRbfAkTaNjk1vYSVLHwmSdhX5 6.00000000 5 134850.80059685 0.80326794
122 92494 92481 e514546b706089c50f21a4084aff3d1b302de64bf2c27dfab6a26ba288cf8bc5 MmQN1divTo9jFx9cx4yAktQQrnBB9SKqAy2 0.99900000 5 134851.79959685 0.13374411
123 92498 92485 a37f80ba6a75c5d686613dbbac4b8daceb1e6a98d4bd9e050125931156cf070b MmLUPq8HMfz8dk9P28dG86SoVXYjLJ8weGu 200.00000000 5 135051.79959685 26.77559817
124 93441 93428 2dc220647cc7e6d5835c558dc0952be325454c884aaefb43f6b2144c3ca94058 MmQKu9HbTos6gD4wR2deErWTXdjR55vM3Sp 150.00000000 5 135201.79959685 20.08169862
125 93713 93700 43fdd2633f2e8a98d7285d960f742e381da0485e76b89242a7a230695dcf2f0d MmaXQdHQSMYa1xCgYTvvsvpShbeRP52fz1p 100.00000000 5 135301.79959685 13.38779908
126 93747 93734 eaa5ddce49f49b9061ac8d2035b7c9c4299c886ce05a4f9e326976ac0c546dae MmheZL6SN8RhzTtLdN4bhK7GXCZCbNmvVyY 10.00000000 5 135311.79959685 1.33877990
127 94207 94194 2ad184bce4aae9cfa1546cdcd569cbd6f41e1cd40a0460d3d62ca234ab40cc3d Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 135811.79959685 66.93899542
128 94208 94195 70c17094f7ea58d9720178ac78736ed4fd8efbbd430f1223333dc13c8c191966 Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 136311.79959685 66.93899542
129 94213 94200 23ae69a815c0b08cabdc2da4006f18c676fbec0a5e70eae84e7f4dd7c9c3aa2e Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 136811.79959685 66.93899542
130 94213 94200 86fe44ca9bcf41958b98c84e3046525b282d859a34e6bda02c095df1da1f4d1d Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 137311.79959685 66.93899542
131 94226 94213 fb37c3de74494304f7c23f79dc8eb221a53f16cf51eb99b065c74c362d63be1b Mmbb6ThuS7YMQgNuqWNJnXugBJ47cW9wimK 500.00000000 5 137811.79959685 66.93899542
